,REGION,TIMESLICE,TECHNOLOGY,FUEL,YEAR,VALUE,TIME,COLOR
1199267,RE1,S101,MINNGS,TERCLIM_SPL,2036,0.0,2036,MINNGS
1199268,RE1,S101,MINNGS,TERCLIM_SPL,2037,0.0,2037,MINNGS
1199269,RE1,S101,MINNGS,TERCLIM_SPL,2038,0.0,2038,MINNGS
1199270,RE1,S101,MINNGS,TERCLIM_SPL,2039,0.0,2039,MINNGS
1199271,RE1,S101,MINNGS,TERCLIM_SPL,2040,0.0,2040,MINNGS
1199272,RE1,S101,MINNGS,TERCLIM_SPL,2041,0.0,2041,MINNGS
1199273,RE1,S101,MINNGS,TERCLIM_SPL,2042,0.0,2042,MINNGS
1199274,RE1,S101,MINNGS,TERCLIM_SPL,2043,0.0,2043,MINNGS
1199275,RE1,S101,MINNGS,TERCLIM_SPL,2044,0.0,2044,MINNGS
1199276,RE1,S101,MINNGS,TERCLIM_SPL,2045,0.0,2045,MINNGS
1199277,RE1,S101,MINNGS,TERCLIM_SPL,2046,0.0,2046,MINNGS
1199278,RE1,S101,MINNGS,TERCLIM_SPL,2047,0.0,2047,MINNGS
1199279,RE1,S101,MINNGS,TERCLIM_SPL,2048,0.0,2048,MINNGS
1199280,RE1,S101,MINNGS,TERCLIM_SPL,2049,0.0,2049,MINNGS
1199281,RE1,S101,MINNGS,TERCLIM_SPL,2050,0.0,2050,MINNGS
1199282,RE1,S101,MINNGS,TERCLIM_SPL,2051,0.0,2051,MINNGS
1199283,RE1,S101,MINNGS,TERCLIM_SPL,2052,0.0,2052,MINNGS
1199284,RE1,S101,MINNGS,TERCLIM_SPL,2053,0.0,2053,MINNGS
1199285,RE1,S101,MINNGS,TERCLIM_SPL,2054,0.0,2054,MINNGS
1199286,RE1,S101,MINNGS,TERDATA,2022,0.0,2022,MINNGS
1199287,RE1,S101,MINNGS,TERDATA,2023,0.0,2023,MINNGS
1199288,RE1,S101,MINNGS,TERDATA,2024,0.0,2024,MINNGS
1199289,RE1,S101,MINNGS,TERDATA,2025,0.0,2025,MINNGS
1199290,RE1,S101,MINNGS,TERDATA,2026,0.0,2026,MINNGS
1199291,RE1,S101,MINNGS,TERDATA,2027,0.0,2027,MINNGS
1199292,RE1,S101,MINNGS,TERDATA,2028,0.0,2028,MINNGS
1199293,RE1,S101,MINNGS,TERDATA,2029,0.0,2029,MINNGS
1199294,RE1,S101,MINNGS,TERDATA,2030,0.0,2030,MINNGS
1199295,RE1,S101,MINNGS,TERDATA,2031,0.0,2031,MINNGS
1199296,RE1,S101,MINNGS,TERDATA,2032,0.0,2032,MINNGS
1199297,RE1,S101,MINNGS,TERDATA,2033,0.0,2033,MINNGS
1199298,RE1,S101,MINNGS,TERDATA,2034,0.0,2034,MINNGS
1199299,RE1,S101,MINNGS,TERDATA,2035,0.0,2035,MINNGS
1199300,RE1,S101,MINNGS,TERDATA,2036,0.0,2036,MINNGS
1199301,RE1,S101,MINNGS,TERDATA,2037,0.0,2037,MINNGS
1199302,RE1,S101,MINNGS,TERDATA,2038,0.0,2038,MINNGS
1199303,RE1,S101,MINNGS,TERDATA,2039,0.0,2039,MINNGS
1199304,RE1,S101,MINNGS,TERDATA,2040,0.0,2040,MINNGS
1199305,RE1,S101,MINNGS,TERDATA,2041,0.0,2041,MINNGS
1199306,RE1,S101,MINNGS,TERDATA,2042,0.0,2042,MINNGS
1199307,RE1,S101,MINNGS,TERDATA,2043,0.0,2043,MINNGS
1199308,RE1,S101,MINNGS,TERDATA,2044,0.0,2044,MINNGS
1199309,RE1,S101,MINNGS,TERDATA,2045,0.0,2045,MINNGS
1199310,RE1,S101,MINNGS,TERDATA,2046,0.0,2046,MINNGS
1199311,RE1,S101,MINNGS,TERDATA,2047,0.0,2047,MINNGS
1199312,RE1,S101,MINNGS,TERDATA,2048,0.0,2048,MINNGS
1199313,RE1,S101,MINNGS,TERDATA,2049,0.0,2049,MINNGS
1199314,RE1,S101,MINNGS,TERDATA,2050,0.0,2050,MINNGS
1199315,RE1,S101,MINNGS,TERDATA,2051,0.0,2051,MINNGS
1199316,RE1,S101,MINNGS,TERDATA,2052,0.0,2052,MINNGS
1199317,RE1,S101,MINNGS,TERDATA,2053,0.0,2053,MINNGS
1199318,RE1,S101,MINNGS,TERDATA,2054,0.0,2054,MINNGS
1199319,RE1,S101,MINNGS,TERCLIM_FAN,2022,0.0,2022,MINNGS
1199320,RE1,S101,MINNGS,TERCLIM_FAN,2023,0.0,2023,MINNGS
1199321,RE1,S101,MINNGS,TERCLIM_FAN,2024,0.0,2024,MINNGS
1199322,RE1,S101,MINNGS,TERCLIM_FAN,2025,0.0,2025,MINNGS
1199323,RE1,S101,MINNGS,TERCLIM_FAN,2026,0.0,2026,MINNGS
1199324,RE1,S101,MINNGS,TERCLIM_FAN,2027,0.0,2027,MINNGS
1199325,RE1,S101,MINNGS,TERCLIM_FAN,2028,0.0,2028,MINNGS
1199326,RE1,S101,MINNGS,TERCLIM_FAN,2029,0.0,2029,MINNGS
1199327,RE1,S101,MINNGS,TERCLIM_FAN,2030,0.0,2030,MINNGS
1199328,RE1,S101,MINNGS,TERCLIM_FAN,2031,0.0,2031,MINNGS
1199329,RE1,S101,MINNGS,TERCLIM_FAN,2032,0.0,2032,MINNGS
1199330,RE1,S101,MINNGS,TERCLIM_FAN,2033,0.0,2033,MINNGS
1199331,RE1,S101,MINNGS,TERCLIM_FAN,2034,0.0,2034,MINNGS
1199332,RE1,S101,MINNGS,TERCLIM_FAN,2035,0.0,2035,MINNGS
1199333,RE1,S101,MINNGS,TERCLIM_FAN,2036,0.0,2036,MINNGS
1199334,RE1,S101,MINNGS,TERCLIM_FAN,2037,0.0,2037,MINNGS
1199335,RE1,S101,MINNGS,TERCLIM_FAN,2038,0.0,2038,MINNGS
1199336,RE1,S101,MINNGS,TERCLIM_FAN,2039,0.0,2039,MINNGS
1199337,RE1,S101,MINNGS,TERCLIM_FAN,2040,0.0,2040,MINNGS
1199338,RE1,S101,MINNGS,TERCLIM_FAN,2041,0.0,2041,MINNGS
1199339,RE1,S101,MINNGS,TERCLIM_FAN,2042,0.0,2042,MINNGS
1199340,RE1,S101,MINNGS,TERCLIM_FAN,2043,0.0,2043,MINNGS
1199341,RE1,S101,MINNGS,TERCLIM_FAN,2044,0.0,2044,MINNGS
1199342,RE1,S101,MINNGS,TERCLIM_FAN,2045,0.0,2045,MINNGS
1199343,RE1,S101,MINNGS,TERCLIM_FAN,2046,0.0,2046,MINNGS
1199344,RE1,S101,MINNGS,TERCLIM_FAN,2047,0.0,2047,MINNGS
1199345,RE1,S101,MINNGS,TERCLIM_FAN,2048,0.0,2048,MINNGS
1199346,RE1,S101,MINNGS,TERCLIM_FAN,2049,0.0,2049,MINNGS
1199347,RE1,S101,MINNGS,TERCLIM_FAN,2050,0.0,2050,MINNGS
1199348,RE1,S101,MINNGS,TERCLIM_FAN,2051,0.0,2051,MINNGS
1199349,RE1,S101,MINNGS,TERCLIM_FAN,2052,0.0,2052,MINNGS
1199350,RE1,S101,MINNGS,TERCLIM_FAN,2053,0.0,2053,MINNGS
1199351,RE1,S101,MINNGS,TERCLIM_FAN,2054,0.0,2054,MINNGS
1199352,RE1,S101,MINNGS,TERILU,2022,0.0,2022,MINNGS
1199353,RE1,S101,MINNGS,TERILU,2023,0.0,2023,MINNGS
1199354,RE1,S101,MINNGS,TERILU,2024,0.0,2024,MINNGS
1199355,RE1,S101,MINNGS,TERILU,2025,0.0,2025,MINNGS
1199356,RE1,S101,MINNGS,TERILU,2026,0.0,2026,MINNGS
1199357,RE1,S101,MINNGS,TERILU,2027,0.0,2027,MINNGS
1199358,RE1,S101,MINNGS,TERILU,2028,0.0,2028,MINNGS
1199359,RE1,S101,MINNGS,TERILU,2029,0.0,2029,MINNGS
1199360,RE1,S101,MINNGS,TERILU,2030,0.0,2030,MINNGS
1199361,RE1,S101,MINNGS,TERILU,2031,0.0,2031,MINNGS
1199362,RE1,S101,MINNGS,TERILU,2032,0.0,2032,MINNGS
1199363,RE1,S101,MINNGS,TERILU,2033,0.0,2033,MINNGS
1199364,RE1,S101,MINNGS,TERILU,2034,0.0,2034,MINNGS
1199365,RE1,S101,MINNGS,TERILU,2035,0.0,2035,MINNGS
1199366,RE1,S101,MINNGS,TERILU,2036,0.0,2036,MINNGS
1199367,RE1,S101,MINNGS,TERILU,2037,0.0,2037,MINNGS
1199368,RE1,S101,MINNGS,TERILU,2038,0.0,2038,MINNGS
1199369,RE1,S101,MINNGS,TERILU,2039,0.0,2039,MINNGS
1199370,RE1,S101,MINNGS,TERILU,2040,0.0,2040,MINNGS
1199371,RE1,S101,MINNGS,TERILU,2041,0.0,2041,MINNGS
1199372,RE1,S101,MINNGS,TERILU,2042,0.0,2042,MINNGS
1199373,RE1,S101,MINNGS,TERILU,2043,0.0,2043,MINNGS
1199374,RE1,S101,MINNGS,TERILU,2044,0.0,2044,MINNGS
1199375,RE1,S101,MINNGS,TERILU,2045,0.0,2045,MINNGS
1199376,RE1,S101,MINNGS,TERILU,2046,0.0,2046,MINNGS
1199377,RE1,S101,MINNGS,TERILU,2047,0.0,2047,MINNGS
1199378,RE1,S101,MINNGS,TERILU,2048,0.0,2048,MINNGS
1199379,RE1,S101,MINNGS,TERILU,2049,0.0,2049,MINNGS
1199380,RE1,S101,MINNGS,TERILU,2050,0.0,2050,MINNGS
1199381,RE1,S101,MINNGS,TERILU,2051,0.0,2051,MINNGS
1199382,RE1,S101,MINNGS,TERILU,2052,0.0,2052,MINNGS
1199383,RE1,S101,MINNGS,TERILU,2053,0.0,2053,MINNGS
1199384,RE1,S101,MINNGS,TERILU,2054,0.0,2054,MINNGS
1199385,RE1,S101,MINNGS,TERMPW,2022,0.0,2022,MINNGS
1199386,RE1,S101,MINNGS,TERMPW,2023,0.0,2023,MINNGS
1199387,RE1,S101,MINNGS,TERMPW,2024,0.0,2024,MINNGS
1199388,RE1,S101,MINNGS,TERMPW,2025,0.0,2025,MINNGS
1199389,RE1,S101,MINNGS,TERMPW,2026,0.0,2026,MINNGS
1199390,RE1,S101,MINNGS,TERMPW,2027,0.0,2027,MINNGS
1199391,RE1,S101,MINNGS,TERMPW,2028,0.0,2028,MINNGS
1199392,RE1,S101,MINNGS,TERMPW,2029,0.0,2029,MINNGS
1199393,RE1,S101,MINNGS,TERMPW,2030,0.0,2030,MINNGS
1199394,RE1,S101,MINNGS,TERMPW,2031,0.0,2031,MINNGS
1199395,RE1,S101,MINNGS,TERMPW,2032,0.0,2032,MINNGS
1199396,RE1,S101,MINNGS,TERMPW,2033,0.0,2033,MINNGS
1199397,RE1,S101,MINNGS,TERMPW,2034,0.0,2034,MINNGS
1199398,RE1,S101,MINNGS,TERMPW,2035,0.0,2035,MINNGS
1199399,RE1,S101,MINNGS,TERMPW,2036,0.0,2036,MINNGS
1199400,RE1,S101,MINNGS,TERMPW,2037,0.0,2037,MINNGS
1199401,RE1,S101,MINNGS,TERMPW,2038,0.0,2038,MINNGS
1199402,RE1,S101,MINNGS,TERMPW,2039,0.0,2039,MINNGS
1199403,RE1,S101,MINNGS,TERMPW,2040,0.0,2040,MINNGS
1199404,RE1,S101,MINNGS,TERMPW,2041,0.0,2041,MINNGS
1199405,RE1,S101,MINNGS,TERMPW,2042,0.0,2042,MINNGS
1199406,RE1,S101,MINNGS,TERMPW,2043,0.0,2043,MINNGS
1199407,RE1,S101,MINNGS,TERMPW,2044,0.0,2044,MINNGS
1199408,RE1,S101,MINNGS,TERMPW,2045,0.0,2045,MINNGS
1199409,RE1,S101,MINNGS,TERMPW,2046,0.0,2046,MINNGS
1199410,RE1,S101,MINNGS,TERMPW,2047,0.0,2047,MINNGS
1199411,RE1,S101,MINNGS,TERMPW,2048,0.0,2048,MINNGS
1199412,RE1,S101,MINNGS,TERMPW,2049,0.0,2049,MINNGS
1199413,RE1,S101,MINNGS,TERMPW,2050,0.0,2050,MINNGS
1199414,RE1,S101,MINNGS,TERMPW,2051,0.0,2051,MINNGS
1199415,RE1,S101,MINNGS,TERMPW,2052,0.0,2052,MINNGS
1199416,RE1,S101,MINNGS,TERMPW,2053,0.0,2053,MINNGS
1199417,RE1,S101,MINNGS,TERMPW,2054,0.0,2054,MINNGS
1199418,RE1,S101,MINNGS,TEROTH,2022,0.0,2022,MINNGS
1199419,RE1,S101,MINNGS,TEROTH,2023,0.0,2023,MINNGS
1199420,RE1,S101,MINNGS,TEROTH,2024,0.0,2024,MINNGS
1199421,RE1,S101,MINNGS,TEROTH,2025,0.0,2025,MINNGS
1199422,RE1,S101,MINNGS,TEROTH,2026,0.0,2026,MINNGS
1199423,RE1,S101,MINNGS,TEROTH,2027,0.0,2027,MINNGS
1199424,RE1,S101,MINNGS,TEROTH,2028,0.0,2028,MINNGS
1199425,RE1,S101,MINNGS,TEROTH,2029,0.0,2029,MINNGS
1199426,RE1,S101,MINNGS,TEROTH,2030,0.0,2030,MINNGS
1199427,RE1,S101,MINNGS,TEROTH,2031,0.0,2031,MINNGS
1199428,RE1,S101,MINNGS,TEROTH,2032,0.0,2032,MINNGS
1199429,RE1,S101,MINNGS,TEROTH,2033,0.0,2033,MINNGS
1199430,RE1,S101,MINNGS,TEROTH,2034,0.0,2034,MINNGS
1199431,RE1,S101,MINNGS,TEROTH,2035,0.0,2035,MINNGS
1199432,RE1,S101,MINNGS,TEROTH,2036,0.0,2036,MINNGS
1199433,RE1,S101,MINNGS,TEROTH,2037,0.0,2037,MINNGS
1199434,RE1,S101,MINNGS,TEROTH,2038,0.0,2038,MINNGS
1199435,RE1,S101,MINNGS,TEROTH,2039,0.0,2039,MINNGS
1199436,RE1,S101,MINNGS,TEROTH,2040,0.0,2040,MINNGS
1199437,RE1,S101,MINNGS,TEROTH,2041,0.0,2041,MINNGS
1199438,RE1,S101,MINNGS,TEROTH,2042,0.0,2042,MINNGS
1199439,RE1,S101,MINNGS,TEROTH,2043,0.0,2043,MINNGS
1199440,RE1,S101,MINNGS,TEROTH,2044,0.0,2044,MINNGS
1199441,RE1,S101,MINNGS,TEROTH,2045,0.0,2045,MINNGS
1199442,RE1,S101,MINNGS,TEROTH,2046,0.0,2046,MINNGS
1199443,RE1,S101,MINNGS,TEROTH,2047,0.0,2047,MINNGS
1199444,RE1,S101,MINNGS,TEROTH,2048,0.0,2048,MINNGS
1199445,RE1,S101,MINNGS,TEROTH,2049,0.0,2049,MINNGS
1199446,RE1,S101,MINNGS,TEROTH,2050,0.0,2050,MINNGS
1199447,RE1,S101,MINNGS,TEROTH,2051,0.0,2051,MINNGS
1199448,RE1,S101,MINNGS,TEROTH,2052,0.0,2052,MINNGS
1199449,RE1,S101,MINNGS,TEROTH,2053,0.0,2053,MINNGS
1199450,RE1,S101,MINNGS,TEROTH,2054,0.0,2054,MINNGS
1199451,RE1,S101,MINNGS,TERREF_AUC,2022,0.0,2022,MINNGS
1199452,RE1,S101,MINNGS,TERREF_AUC,2023,0.0,2023,MINNGS
1199453,RE1,S101,MINNGS,TERREF_AUC,2024,0.0,2024,MINNGS
1199454,RE1,S101,MINNGS,TERREF_AUC,2025,0.0,2025,MINNGS
1199455,RE1,S101,MINNGS,TERREF_AUC,2026,0.0,2026,MINNGS
1199456,RE1,S101,MINNGS,TERREF_AUC,2027,0.0,2027,MINNGS
1199457,RE1,S101,MINNGS,TERREF_AUC,2028,0.0,2028,MINNGS
1199458,RE1,S101,MINNGS,TERREF_AUC,2029,0.0,2029,MINNGS
1199459,RE1,S101,MINNGS,TERREF_AUC,2030,0.0,2030,MINNGS
1199460,RE1,S101,MINNGS,TERREF_AUC,2031,0.0,2031,MINNGS
1199461,RE1,S101,MINNGS,TERREF_AUC,2032,0.0,2032,MINNGS
1199462,RE1,S101,MINNGS,TERREF_AUC,2033,0.0,2033,MINNGS
1199463,RE1,S101,MINNGS,TERREF_AUC,2034,0.0,2034,MINNGS
1199464,RE1,S101,MINNGS,TERREF_AUC,2035,0.0,2035,MINNGS
1199465,RE1,S101,MINNGS,TERREF_AUC,2036,0.0,2036,MINNGS
1199466,RE1,S101,MINNGS,TERREF_AUC,2037,0.0,2037,MINNGS
1199467,RE1,S101,MINNGS,TERREF_AUC,2038,0.0,2038,MINNGS
1199468,RE1,S101,MINNGS,TERREF_AUC,2039,0.0,2039,MINNGS
1199469,RE1,S101,MINNGS,TERREF_AUC,2040,0.0,2040,MINNGS
1199470,RE1,S101,MINNGS,TERREF_AUC,2041,0.0,2041,MINNGS
1199471,RE1,S101,MINNGS,TERREF_AUC,2042,0.0,2042,MINNGS
1199472,RE1,S101,MINNGS,TERREF_AUC,2043,0.0,2043,MINNGS
1199473,RE1,S101,MINNGS,TERREF_AUC,2044,0.0,2044,MINNGS
1199474,RE1,S101,MINNGS,TERREF_AUC,2045,0.0,2045,MINNGS
1199475,RE1,S101,MINNGS,TERREF_AUC,2046,0.0,2046,MINNGS
1199476,RE1,S101,MINNGS,TERREF_AUC,2047,0.0,2047,MINNGS
1199477,RE1,S101,MINNGS,TERREF_AUC,2048,0.0,2048,MINNGS
1199478,RE1,S101,MINNGS,TERREF_AUC,2049,0.0,2049,MINNGS
1199479,RE1,S101,MINNGS,TERREF_AUC,2050,0.0,2050,MINNGS
1199480,RE1,S101,MINNGS,TERREF_AUC,2051,0.0,2051,MINNGS
1199481,RE1,S101,MINNGS,TERREF_AUC,2052,0.0,2052,MINNGS
1199482,RE1,S101,MINNGS,TERREF_AUC,2053,0.0,2053,MINNGS
1199483,RE1,S101,MINNGS,TERREF_AUC,2054,0.0,2054,MINNGS
1199484,RE1,S101,MINNGS,TERREF_CEN,2022,0.0,2022,MINNGS
1199485,RE1,S101,MINNGS,TERREF_CEN,2023,0.0,2023,MINNGS
1199486,RE1,S101,MINNGS,TERREF_CEN,2024,0.0,2024,MINNGS
1199487,RE1,S101,MINNGS,TERREF_CEN,2025,0.0,2025,MINNGS
1199488,RE1,S101,MINNGS,TERREF_CEN,2026,0.0,2026,MINNGS
1199489,RE1,S101,MINNGS,TERREF_CEN,2027,0.0,2027,MINNGS
1199490,RE1,S101,MINNGS,TERREF_CEN,2028,0.0,2028,MINNGS
1199491,RE1,S101,MINNGS,TERREF_CEN,2029,0.0,2029,MINNGS
1199492,RE1,S101,MINNGS,TERREF_CEN,2030,0.0,2030,MINNGS
1199493,RE1,S101,MINNGS,TERREF_CEN,2031,0.0,2031,MINNGS
1199494,RE1,S101,MINNGS,TERREF_CEN,2032,0.0,2032,MINNGS
1199495,RE1,S101,MINNGS,TERREF_CEN,2033,0.0,2033,MINNGS
1199496,RE1,S101,MINNGS,TERREF_CEN,2034,0.0,2034,MINNGS
1199497,RE1,S101,MINNGS,TERREF_CEN,2035,0.0,2035,MINNGS
1199498,RE1,S101,MINNGS,TERREF_CEN,2036,0.0,2036,MINNGS
1199499,RE1,S101,MINNGS,TERREF_CEN,2037,0.0,2037,MINNGS
1199500,RE1,S101,MINNGS,TERREF_CEN,2038,0.0,2038,MINNGS
1199501,RE1,S101,MINNGS,TERREF_CEN,2039,0.0,2039,MINNGS
1199502,RE1,S101,MINNGS,TERREF_CEN,2040,0.0,2040,MINNGS
1199503,RE1,S101,MINNGS,TERREF_CEN,2041,0.0,2041,MINNGS
1199504,RE1,S101,MINNGS,TERREF_CEN,2042,0.0,2042,MINNGS
1199505,RE1,S101,MINNGS,TERREF_CEN,2043,0.0,2043,MINNGS
1199506,RE1,S101,MINNGS,TERREF_CEN,2044,0.0,2044,MINNGS
1199507,RE1,S101,MINNGS,TERREF_CEN,2045,0.0,2045,MINNGS
1199508,RE1,S101,MINNGS,TERREF_CEN,2046,0.0,2046,MINNGS
1199509,RE1,S101,MINNGS,TERREF_CEN,2047,0.0,2047,MINNGS
1199510,RE1,S101,MINNGS,TERREF_CEN,2048,0.0,2048,MINNGS
1199511,RE1,S101,MINNGS,TERREF_CEN,2049,0.0,2049,MINNGS
1199512,RE1,S101,MINNGS,TERREF_CEN,2050,0.0,2050,MINNGS
1199513,RE1,S101,MINNGS,TERREF_CEN,2051,0.0,2051,MINNGS
1199514,RE1,S101,MINNGS,TERREF_CEN,2052,0.0,2052,MINNGS
1199515,RE1,S101,MINNGS,TERREF_CEN,2053,0.0,2053,MINNGS
1199516,RE1,S101,MINNGS,TERREF_CEN,2054,0.0,2054,MINNGS
1199517,RE1,S101,MINNGS,TRARVT,2022,0.0,2022,MINNGS
1199518,RE1,S101,MINNGS,TRARVT,2023,0.0,2023,MINNGS
1199519,RE1,S101,MINNGS,TRARVT,2024,0.0,2024,MINNGS
1199520,RE1,S101,MINNGS,TRARVT,2025,0.0,2025,MINNGS
1199521,RE1,S101,MINNGS,TRARVT,2026,0.0,2026,MINNGS
1199522,RE1,S101,MINNGS,TRARVT,2027,0.0,2027,MINNGS
1199523,RE1,S101,MINNGS,TRARVT,2028,0.0,2028,MINNGS
1199524,RE1,S101,MINNGS,TRARVT,2029,0.0,2029,MINNGS
1199525,RE1,S101,MINNGS,TRARVT,2030,0.0,2030,MINNGS
1199526,RE1,S101,MINNGS,TRARVT,2031,0.0,2031,MINNGS
1199527,RE1,S101,MINNGS,TRARVT,2032,0.0,2032,MINNGS
1199528,RE1,S101,MINNGS,TRARVT,2033,0.0,2033,MINNGS
1199529,RE1,S101,MINNGS,TRARVT,2034,0.0,2034,MINNGS
1199530,RE1,S101,MINNGS,TRARVT,2035,0.0,2035,MINNGS
1199531,RE1,S101,MINNGS,TRARVT,2036,0.0,2036,MINNGS
1199532,RE1,S101,MINNGS,TRARVT,2037,0.0,2037,MINNGS
1199533,RE1,S101,MINNGS,TRARVT,2038,0.0,2038,MINNGS
1199534,RE1,S101,MINNGS,TRARVT,2039,0.0,2039,MINNGS
1199535,RE1,S101,MINNGS,TRARVT,2040,0.0,2040,MINNGS
1199536,RE1,S101,MINNGS,TRARVT,2041,0.0,2041,MINNGS
1199537,RE1,S101,MINNGS,TRARVT,2042,0.0,2042,MINNGS
1199538,RE1,S101,MINNGS,TRARVT,2043,0.0,2043,MINNGS
1199539,RE1,S101,MINNGS,TRARVT,2044,0.0,2044,MINNGS
1199540,RE1,S101,MINNGS,TRARVT,2045,0.0,2045,MINNGS
1199541,RE1,S101,MINNGS,TRARVT,2046,0.0,2046,MINNGS
1199542,RE1,S101,MINNGS,TRARVT,2047,0.0,2047,MINNGS
1199543,RE1,S101,MINNGS,TRARVT,2048,0.0,2048,MINNGS
1199544,RE1,S101,MINNGS,TRARVT,2049,0.0,2049,MINNGS
1199545,RE1,S101,MINNGS,TRARVT,2050,0.0,2050,MINNGS
1199546,RE1,S101,MINNGS,TRARVT,2051,0.0,2051,MINNGS
1199547,RE1,S101,MINNGS,TRARVT,2052,0.0,2052,MINNGS
1199548,RE1,S101,MINNGS,TRARVT,2053,0.0,2053,MINNGS
1199549,RE1,S101,MINNGS,TRARVT,2054,0.0,2054,MINNGS
1199550,RE1,S101,MINNGS,TRAMAS,2022,0.0,2022,MINNGS
1199551,RE1,S101,MINNGS,TRAMAS,2023,0.0,2023,MINNGS
1199552,RE1,S101,MINNGS,TRAMAS,2024,0.0,2024,MINNGS
1199553,RE1,S101,MINNGS,TRAMAS,2025,0.0,2025,MINNGS
1199554,RE1,S101,MINNGS,TRAMAS,2026,0.0,2026,MINNGS
1199555,RE1,S101,MINNGS,TRAMAS,2027,0.0,2027,MINNGS
1199556,RE1,S101,MINNGS,TRAMAS,2028,0.0,2028,MINNGS
1199557,RE1,S101,MINNGS,TRAMAS,2029,0.0,2029,MINNGS
1199558,RE1,S101,MINNGS,TRAMAS,2030,0.0,2030,MINNGS
1199559,RE1,S101,MINNGS,TRAMAS,2031,0.0,2031,MINNGS
1199560,RE1,S101,MINNGS,TRAMAS,2032,0.0,2032,MINNGS
1199561,RE1,S101,MINNGS,TRAMAS,2033,0.0,2033,MINNGS
1199562,RE1,S101,MINNGS,TRAMAS,2034,0.0,2034,MINNGS
1199563,RE1,S101,MINNGS,TRAMAS,2035,0.0,2035,MINNGS
1199564,RE1,S101,MINNGS,TRAMAS,2036,0.0,2036,MINNGS
1199565,RE1,S101,MINNGS,TRAMAS,2037,0.0,2037,MINNGS
1199566,RE1,S101,MINNGS,TRAMAS,2038,0.0,2038,MINNGS
1199567,RE1,S101,MINNGS,TRAMAS,2039,0.0,2039,MINNGS
1199568,RE1,S101,MINNGS,TRAMAS,2040,0.0,2040,MINNGS
1199569,RE1,S101,MINNGS,TRAMAS,2041,0.0,2041,MINNGS
1199570,RE1,S101,MINNGS,TRAMAS,2042,0.0,2042,MINNGS
1199571,RE1,S101,MINNGS,TRAMAS,2043,0.0,2043,MINNGS
1199572,RE1,S101,MINNGS,TRAMAS,2044,0.0,2044,MINNGS
1199573,RE1,S101,MINNGS,TRAMAS,2045,0.0,2045,MINNGS
1199574,RE1,S101,MINNGS,TRAMAS,2046,0.0,2046,MINNGS
1199575,RE1,S101,MINNGS,TRAMAS,2047,0.0,2047,MINNGS
1199576,RE1,S101,MINNGS,TRAMAS,2048,0.0,2048,MINNGS
1199577,RE1,S101,MINNGS,TRAMAS,2049,0.0,2049,MINNGS
1199578,RE1,S101,MINNGS,TRAMAS,2050,0.0,2050,MINNGS
1199579,RE1,S101,MINNGS,TRAMAS,2051,0.0,2051,MINNGS
1199580,RE1,S101,MINNGS,TRAMAS,2052,0.0,2052,MINNGS
1199581,RE1,S101,MINNGS,TRAMAS,2053,0.0,2053,MINNGS
1199582,RE1,S101,MINNGS,TRAMAS,2054,0.0,2054,MINNGS
1199583,RE1,S101,MINNGS,TRABUS,2022,0.0,2022,MINNGS
1199584,RE1,S101,MINNGS,TRABUS,2023,0.0,2023,MINNGS
1199585,RE1,S101,MINNGS,TRABUS,2024,0.0,2024,MINNGS
1199586,RE1,S101,MINNGS,TRABUS,2025,0.0,2025,MINNGS
1199587,RE1,S101,MINNGS,TRABUS,2026,0.0,2026,MINNGS
1199588,RE1,S101,MINNGS,TRABUS,2027,0.0,2027,MINNGS
1199589,RE1,S101,MINNGS,TRABUS,2028,0.0,2028,MINNGS
1199590,RE1,S101,MINNGS,TRABUS,2029,0.0,2029,MINNGS
1199591,RE1,S101,MINNGS,TRABUS,2030,0.0,2030,MINNGS
1199592,RE1,S101,MINNGS,TRABUS,2031,0.0,2031,MINNGS
1199593,RE1,S101,MINNGS,TRABUS,2032,0.0,2032,MINNGS
1199594,RE1,S101,MINNGS,TRABUS,2033,0.0,2033,MINNGS
1199595,RE1,S101,MINNGS,TRABUS,2034,0.0,2034,MINNGS
1199596,RE1,S101,MINNGS,TRABUS,2035,0.0,2035,MINNGS
1199597,RE1,S101,MINNGS,TRABUS,2036,0.0,2036,MINNGS
1199598,RE1,S101,MINNGS,TRABUS,2037,0.0,2037,MINNGS
1199599,RE1,S101,MINNGS,TRABUS,2038,0.0,2038,MINNGS
1199600,RE1,S101,MINNGS,TRABUS,2039,0.0,2039,MINNGS
1199601,RE1,S101,MINNGS,TRABUS,2040,0.0,2040,MINNGS
1199602,RE1,S101,MINNGS,TRABUS,2041,0.0,2041,MINNGS
1199603,RE1,S101,MINNGS,TRABUS,2042,0.0,2042,MINNGS
1199604,RE1,S101,MINNGS,TRABUS,2043,0.0,2043,MINNGS
1199605,RE1,S101,MINNGS,TRABUS,2044,0.0,2044,MINNGS
1199606,RE1,S101,MINNGS,TRABUS,2045,0.0,2045,MINNGS
1199607,RE1,S101,MINNGS,TRABUS,2046,0.0,2046,MINNGS
1199608,RE1,S101,MINNGS,TRABUS,2047,0.0,2047,MINNGS
1199609,RE1,S101,MINNGS,TRABUS,2048,0.0,2048,MINNGS
1199610,RE1,S101,MINNGS,TRABUS,2049,0.0,2049,MINNGS
1199611,RE1,S101,MINNGS,TRABUS,2050,0.0,2050,MINNGS
1199612,RE1,S101,MINNGS,TRABUS,2051,0.0,2051,MINNGS
