,COLOR,TIME,VALUE
0,ELC,2022,0.6736848681572931
1,ELC,2023,0.6423057842807923
2,ELC,2024,0.6297405433146287
3,ELC,2025,0.6371758231997156
4,ELC,2026,0.6508068008610916
5,ELC,2027,0.6612114864494829
6,ELC,2028,0.6750187694984578
7,ELC,2029,0.6900451288768762
8,ELC,2030,0.7005993040127446
9,ELC,2031,0.71144872905551
10,ELC,2032,0.722275799579522
11,ELC,2033,0.733118291003468
12,ELC,2034,0.755779759439557
13,ELC,2035,0.784073688707682
14,ELC,2036,0.8134961104141709
15,ELC,2037,0.844339399780492
16,ELC,2038,0.876422527778099
17,ELC,2039,0.909799801149184
18,ELC,2040,0.9445272210631881
19,ELC,2041,0.98066363242963
20,ELC,2042,1.0189924656180929
21,ELC,2043,1.0588847992650081
22,ELC,2044,1.1004091304456223
23,ELC,2045,1.1436371009466222
24,ELC,2046,1.1886436521993813
25,ELC,2047,1.2357319829821203
26,ELC,2048,1.2846653794653777
27,ELC,2049,1.3355094077718337
28,ELC,2050,1.3883390328949534
29,ELC,2051,1.4433205211398068
30,ELC,2052,1.5005476807084919
31,ELC,2053,1.560117591444626
32,ELC,2054,1.621790840407626
