,REGION,TECHNOLOGY,EMISSION,YEAR,VALUE
6507,RE1,DEMINDLPGBOI_LOW,EMIN2O,2028,4.05161783733104e-05
6508,RE1,DEMINDLPGBOI_LOW,EMIN2O,2029,4.04895748181621e-05
6509,RE1,DEMINDLPGBOI_LOW,EMIN2O,2030,4.04458080981808e-05
6510,RE1,DEMINDLPGBOI_LOW,EMIN2O,2031,4.03777051576865e-05
6511,RE1,DEMINDLPGBOI_LOW,EMIN2O,2032,4.0276388070123e-05
6512,RE1,DEMINDLPGBOI_LOW,EMIN2O,2033,4.01311566502127e-05
6513,RE1,DEMINDLPGBOI_LOW,EMIN2O,2034,3.99294225383187e-05
6514,RE1,DEMINDLPGBOI_LOW,EMIN2O,2035,3.96567166233093e-05
6515,RE1,DEMINDLPGBOI_LOW,EMIN2O,2036,3.92967966920643e-05
6516,RE1,DEMINDLPGBOI_LOW,EMIN2O,2037,3.8831886678331e-05
6517,RE1,DEMINDLPGBOI_LOW,EMIN2O,2038,3.82430818492256e-05
6518,RE1,DEMINDLPGBOI_LOW,EMIN2O,2039,3.75109543547487e-05
6519,RE1,DEMINDLPGBOI_LOW,EMIN2O,2040,3.6616389043579e-05
6520,RE1,DEMINDLPGBOI_LOW,EMIN2O,2041,3.55416683194715e-05
6521,RE1,DEMINDLPGBOI_LOW,EMIN2O,2042,3.42718050675891e-05
6522,RE1,DEMINDLPGBOI_LOW,EMIN2O,2043,3.27960927574607e-05
6523,RE1,DEMINDLPGBOI_LOW,EMIN2O,2044,3.11098013082607e-05
6524,RE1,DEMINDLPGBOI_LOW,EMIN2O,2045,2.92158978035699e-05
6525,RE1,DEMINDLPGBOI_LOW,EMIN2O,2046,2.71266173103789e-05
6526,RE1,DEMINDLPGBOI_LOW,EMIN2O,2047,2.48646593487352e-05
6527,RE1,DEMINDLPGBOI_LOW,EMIN2O,2048,2.24637524166794e-05
6528,RE1,DEMINDLPGBOI_LOW,EMIN2O,2049,1.99683278283405e-05
6529,RE1,DEMINDLPGBOI_LOW,EMIN2O,2050,1.74320906996598e-05
6530,RE1,DEMINDLPGBOI_LOW,EMIN2O,2051,1.49153816570425e-05
6531,RE1,DEMINDLPGBOI_LOW,EMIN2O,2052,1.24813888687012e-05
6532,RE1,DEMINDLPGBOI_LOW,EMIN2O,2053,1.01914810831512e-05
6534,RE1,DEMINDLPGBOI_MID,EMIC02,2022,0.00072382460156797
6535,RE1,DEMINDLPGBOI_MID,EMIC02,2023,0.000993940037752933
6536,RE1,DEMINDLPGBOI_MID,EMIC02,2024,0.00229815762766258
6537,RE1,DEMINDLPGBOI_MID,EMIC02,2025,0.00228572372479049
6538,RE1,DEMINDLPGBOI_MID,EMIC02,2026,0.00226826345679852
6539,RE1,DEMINDLPGBOI_MID,EMIC02,2027,0.00224416177931971
6540,RE1,DEMINDLPGBOI_MID,EMIC02,2028,0.0022117710293384
6541,RE1,DEMINDLPGBOI_MID,EMIC02,2029,0.00216977347932271
6542,RE1,DEMINDLPGBOI_MID,EMIC02,2030,0.00211774879665638
6543,RE1,DEMINDLPGBOI_MID,EMIC02,2031,0.00205674169320253
6544,RE1,DEMINDLPGBOI_MID,EMIC02,2032,0.00198946922291433
6545,RE1,DEMINDLPGBOI_MID,EMIC02,2033,0.00191983947199013
6546,RE1,DEMINDLPGBOI_MID,EMIC02,2034,0.00185184286157005
6547,RE1,DEMINDLPGBOI_MID,EMIC02,2035,0.00178836023629088
6548,RE1,DEMINDLPGBOI_MID,EMIC02,2036,0.00173050430841284
6549,RE1,DEMINDLPGBOI_MID,EMIC02,2037,0.00167768990456804
6550,RE1,DEMINDLPGBOI_MID,EMIC02,2038,0.00162817227056953
6551,RE1,DEMINDLPGBOI_MID,EMIC02,2039,0.00157967224347541
6552,RE1,DEMINDLPGBOI_MID,EMIC02,2040,0.00152985669211544
6553,RE1,DEMINDLPGBOI_MID,EMIC02,2041,0.00147662604491624
6554,RE1,DEMINDLPGBOI_MID,EMIC02,2042,0.0014182570827067
6555,RE1,DEMINDLPGBOI_MID,EMIC02,2043,0.00135346618568886
6556,RE1,DEMINDLPGBOI_MID,EMIC02,2044,0.00128144014550746
6557,RE1,DEMINDLPGBOI_MID,EMIC02,2045,0.00120185834676415
6558,RE1,DEMINDLPGBOI_MID,EMIC02,2046,0.00111591133201363
6559,RE1,DEMINDLPGBOI_MID,EMIC02,2047,0.00102286086084519
6560,RE1,DEMINDLPGBOI_MID,EMIC02,2048,0.000924094427053024
6561,RE1,DEMINDLPGBOI_MID,EMIC02,2049,0.000821439807626978
6562,RE1,DEMINDLPGBOI_MID,EMIC02,2050,0.000717106277198699
6563,RE1,DEMINDLPGBOI_MID,EMIC02,2051,0.000613576076292913
6564,RE1,DEMINDLPGBOI_MID,EMIC02,2052,0.000513448585147531
6565,RE1,DEMINDLPGBOI_MID,EMIC02,2053,0.00041924833828579
6566,RE1,DEMINDLPGBOI_MID,EMIC02,2054,0.0166858169215494
6732,RE1,DEMINDLPGFUR_LOW,EMIC02,2022,0.424559363398378
6733,RE1,DEMINDLPGFUR_LOW,EMIC02,2023,0.426269751171019
6734,RE1,DEMINDLPGFUR_LOW,EMIC02,2024,0.412562727300088
6735,RE1,DEMINDLPGFUR_LOW,EMIC02,2025,0.412554683792227
6736,RE1,DEMINDLPGFUR_LOW,EMIC02,2026,0.41253818095309
6737,RE1,DEMINDLPGFUR_LOW,EMIC02,2027,0.412501650838207
6738,RE1,DEMINDLPGFUR_LOW,EMIC02,2028,0.412430728348311
6739,RE1,DEMINDLPGFUR_LOW,EMIC02,2029,0.412305412815994
6740,RE1,DEMINDLPGFUR_LOW,EMIC02,2030,0.412099154223985
6741,RE1,DEMINDLPGFUR_LOW,EMIC02,2031,0.411777968143625
6742,RE1,DEMINDLPGFUR_LOW,EMIC02,2032,0.411299598865247
6743,RE1,DEMINDLPGFUR_LOW,EMIC02,2033,0.410612758649998
6744,RE1,DEMINDLPGFUR_LOW,EMIC02,2034,0.409656481423598
6745,RE1,DEMINDLPGFUR_LOW,EMIC02,2035,0.408359641498897
6746,RE1,DEMINDLPGFUR_LOW,EMIC02,2036,0.406640701787458
6747,RE1,DEMINDLPGFUR_LOW,EMIC02,2037,0.404407770873315
6748,RE1,DEMINDLPGFUR_LOW,EMIC02,2038,0.401559063301141
6749,RE1,DEMINDLPGFUR_LOW,EMIC02,2039,0.397983870982139
6750,RE1,DEMINDLPGFUR_LOW,EMIC02,2040,0.39356416361792
6751,RE1,DEMINDLPGFUR_LOW,EMIC02,2041,0.388176939647024
6752,RE1,DEMINDLPGFUR_LOW,EMIC02,2042,0.381697442864645
6753,RE1,DEMINDLPGFUR_LOW,EMIC02,2043,0.374003339363541
6754,RE1,DEMINDLPGFUR_LOW,EMIC02,2044,0.364979910259956
6755,RE1,DEMINDLPGFUR_LOW,EMIC02,2045,0.354526253455541
6756,RE1,DEMINDLPGFUR_LOW,EMIC02,2046,0.342562399117987
6757,RE1,DEMINDLPGFUR_LOW,EMIC02,2047,0.329037127501632
6758,RE1,DEMINDLPGFUR_LOW,EMIC02,2048,0.313936136692905
6759,RE1,DEMINDLPGFUR_LOW,EMIC02,2049,0.297290049652008
6760,RE1,DEMINDLPGFUR_LOW,EMIC02,2050,0.279181589104764
6761,RE1,DEMINDLPGFUR_LOW,EMIC02,2051,0.259751107674698
6762,RE1,DEMINDLPGFUR_LOW,EMIC02,2052,0.239199568786195
6763,RE1,DEMINDLPGFUR_LOW,EMIC02,2053,0.217788066172725
6764,RE1,DEMINDLPGFUR_LOW,EMIC02,2054,0.195833081667663
6765,RE1,DEMINDLPGFUR_LOW,EMICH4,2022,0.000176938966752369
6766,RE1,DEMINDLPGFUR_LOW,EMICH4,2023,0.000177651786375082
6767,RE1,DEMINDLPGFUR_LOW,EMICH4,2024,0.000171939259812108
6768,RE1,DEMINDLPGFUR_LOW,EMICH4,2025,0.000171935907607228
6769,RE1,DEMINDLPGFUR_LOW,EMICH4,2026,0.000171929029899286
6770,RE1,DEMINDLPGFUR_LOW,EMICH4,2027,0.000171913805642468
6771,RE1,DEMINDLPGFUR_LOW,EMICH4,2028,0.000171884248051319
6772,RE1,DEMINDLPGFUR_LOW,EMICH4,2029,0.00017183202166623
6773,RE1,DEMINDLPGFUR_LOW,EMICH4,2030,0.000171746061526612
6774,RE1,DEMINDLPGFUR_LOW,EMICH4,2031,0.000171612204313479
6775,RE1,DEMINDLPGFUR_LOW,EMICH4,2032,0.000171412839576438
6776,RE1,DEMINDLPGFUR_LOW,EMICH4,2033,0.000171126592684984
6777,RE1,DEMINDLPGFUR_LOW,EMICH4,2034,0.000170728055474514
6778,RE1,DEMINDLPGFUR_LOW,EMICH4,2035,0.000170187585669577
6779,RE1,DEMINDLPGFUR_LOW,EMICH4,2036,0.000169471201948778
6780,RE1,DEMINDLPGFUR_LOW,EMICH4,2037,0.000168540607730774
6781,RE1,DEMINDLPGFUR_LOW,EMICH4,2038,0.000167353383003552
6782,RE1,DEMINDLPGFUR_LOW,EMICH4,2039,0.000165863389166644
6783,RE1,DEMINDLPGFUR_LOW,EMICH4,2040,0.000164021436022299
6784,RE1,DEMINDLPGFUR_LOW,EMICH4,2041,0.000161776261553777
6785,RE1,DEMINDLPGFUR_LOW,EMICH4,2042,0.000159075872480804
6786,RE1,DEMINDLPGFUR_LOW,EMICH4,2043,0.000155869285037592
6787,RE1,DEMINDLPGFUR_LOW,EMICH4,2044,0.000152108689088485
6788,RE1,DEMINDLPGFUR_LOW,EMICH4,2045,0.000147752032768503
6789,RE1,DEMINDLPGFUR_LOW,EMICH4,2046,0.00014276598792446
6790,RE1,DEMINDLPGFUR_LOW,EMICH4,2047,0.000137129208262631
6791,RE1,DEMINDLPGFUR_LOW,EMICH4,2048,0.000130835733330773
6792,RE1,DEMINDLPGFUR_LOW,EMICH4,2049,0.000123898325525395
6793,RE1,DEMINDLPGFUR_LOW,EMICH4,2050,0.000116351460293032
6794,RE1,DEMINDLPGFUR_LOW,EMICH4,2051,0.000108253630862967
6795,RE1,DEMINDLPGFUR_LOW,EMICH4,2052,9.96885905656681e-05
6796,RE1,DEMINDLPGFUR_LOW,EMICH4,2053,9.07651525834789e-05
6797,RE1,DEMINDLPGFUR_LOW,EMICH4,2054,8.16152135919208e-05
6798,RE1,DEMINDLPGFUR_LOW,EMIN2O,2022,0.000167460093533492
6799,RE1,DEMINDLPGFUR_LOW,EMIN2O,2023,0.000168134726390703
6800,RE1,DEMINDLPGFUR_LOW,EMIN2O,2024,0.00016272822803646
6801,RE1,DEMINDLPGFUR_LOW,EMIN2O,2025,0.000162725055413983
6802,RE1,DEMINDLPGFUR_LOW,EMIN2O,2026,0.000162718546154681
6803,RE1,DEMINDLPGFUR_LOW,EMIN2O,2027,0.000162704137483051
6804,RE1,DEMINDLPGFUR_LOW,EMIN2O,2028,0.000162676163334284
6805,RE1,DEMINDLPGFUR_LOW,EMIN2O,2029,0.000162626734791253
6806,RE1,DEMINDLPGFUR_LOW,EMIN2O,2030,0.000162545379659115
6807,RE1,DEMINDLPGFUR_LOW,EMIN2O,2031,0.000162418693368114
6808,RE1,DEMINDLPGFUR_LOW,EMIN2O,2032,0.000162230008884843
6809,RE1,DEMINDLPGFUR_LOW,EMIN2O,2033,0.000161959096648289
6810,RE1,DEMINDLPGFUR_LOW,EMIN2O,2034,0.000161581909645522
6811,RE1,DEMINDLPGFUR_LOW,EMIN2O,2035,0.000161070393580136
6812,RE1,DEMINDLPGFUR_LOW,EMIN2O,2036,0.000160392387558665
6813,RE1,DEMINDLPGFUR_LOW,EMIN2O,2037,0.000159511646602339
6814,RE1,DEMINDLPGFUR_LOW,EMIN2O,2038,0.000158388023199791
6815,RE1,DEMINDLPGFUR_LOW,EMIN2O,2039,0.000156977850461288
6816,RE1,DEMINDLPGFUR_LOW,EMIN2O,2040,0.000155234573378247
6817,RE1,DEMINDLPGFUR_LOW,EMIN2O,2041,0.000153109676113396
6818,RE1,DEMINDLPGFUR_LOW,EMIN2O,2042,0.000150553950740761
6819,RE1,DEMINDLPGFUR_LOW,EMIN2O,2043,0.000147519144767721
6820,RE1,DEMINDLPGFUR_LOW,EMIN2O,2044,0.000143960009315887
6821,RE1,DEMINDLPGFUR_LOW,EMIN2O,2045,0.000139836745298762
6822,RE1,DEMINDLPGFUR_LOW,EMIN2O,2046,0.000135117809999935
6823,RE1,DEMINDLPGFUR_LOW,EMIN2O,2047,0.000129783000677133
6824,RE1,DEMINDLPGFUR_LOW,EMIN2O,2048,0.000123826676188053
6825,RE1,DEMINDLPGFUR_LOW,EMIN2O,2049,0.000117260915229392
6826,RE1,DEMINDLPGFUR_LOW,EMIN2O,2050,0.000110118346348763
6827,RE1,DEMINDLPGFUR_LOW,EMIN2O,2051,0.000102454329209594
6828,RE1,DEMINDLPGFUR_LOW,EMIN2O,2052,9.43481303567931e-05
6829,RE1,DEMINDLPGFUR_LOW,EMIN2O,2053,8.59027336950783e-05
6830,RE1,DEMINDLPGFUR_LOW,EMIN2O,2054,7.72429700066393e-05
6831,RE1,DEMINDLPGFUR_MID,EMIC02,2022,0.00290884086124835
6832,RE1,DEMINDLPGFUR_MID,EMIC02,2023,0.00399174672431026
6833,RE1,DEMINDLPGFUR_MID,EMIC02,2024,0.0092238844951119
6834,RE1,DEMINDLPGFUR_MID,EMIC02,2025,0.00917418751907385
6835,RE1,DEMINDLPGFUR_MID,EMIC02,2026,0.0091045303811542
6836,RE1,DEMINDLPGFUR_MID,EMIC02,2027,0.00900871567283674
6837,RE1,DEMINDLPGFUR_MID,EMIC02,2028,0.00888046305630121
6838,RE1,DEMINDLPGFUR_MID,EMIC02,2029,0.00871491433939754
6839,RE1,DEMINDLPGFUR_MID,EMIC02,2030,0.0085109013359194
6840,RE1,DEMINDLPGFUR_MID,EMIC02,2031,0.00827321159291013
6841,RE1,DEMINDLPGFUR_MID,EMIC02,2032,0.00801341990119839
6842,RE1,DEMINDLPGFUR_MID,EMIC02,2033,0.00774798168174903
6843,RE1,DEMINDLPGFUR_MID,EMIC02,2034,0.00749383003595316
6844,RE1,DEMINDLPGFUR_MID,EMIC02,2035,0.0072636343008066
6845,RE1,DEMINDLPGFUR_MID,EMIC02,2036,0.00706316394900817
6846,RE1,DEMINDLPGFUR_MID,EMIC02,2037,0.00689152915444366
6847,RE1,DEMINDLPGFUR_MID,EMIC02,2038,0.00674325851616599
6848,RE1,DEMINDLPGFUR_MID,EMIC02,2039,0.00661069699450979
6849,RE1,DEMINDLPGFUR_MID,EMIC02,2040,0.00648580204475527
6850,RE1,DEMINDLPGFUR_MID,EMIC02,2041,0.00636114583720513
6851,RE1,DEMINDLPGFUR_MID,EMIC02,2042,0.00623031691930029
6852,RE1,DEMINDLPGFUR_MID,EMIC02,2043,0.00608798662881665
6853,RE1,DEMINDLPGFUR_MID,EMIC02,2044,0.00592983971376319
6854,RE1,DEMINDLPGFUR_MID,EMIC02,2045,0.0057524831395431
6855,RE1,DEMINDLPGFUR_MID,EMIC02,2046,0.00555835965872912
6856,RE1,DEMINDLPGFUR_MID,EMIC02,2047,0.00533890088473854
6857,RE1,DEMINDLPGFUR_MID,EMIC02,2048,0.00509387475713616
6858,RE1,DEMINDLPGFUR_MID,EMIC02,2049,0.00482377815890457
6859,RE1,DEMINDLPGFUR_MID,EMIC02,2050,0.00452995333502827
6860,RE1,DEMINDLPGFUR_MID,EMIC02,2051,0.00421467762348303
6861,RE1,DEMINDLPGFUR_MID,EMIC02,2052,0.00388121182286752
6862,RE1,DEMINDLPGFUR_MID,EMIC02,2053,0.00353379239602463
6863,RE1,DEMINDLPGFUR_MID,EMIC02,2054,0.00317755452375621
6952,RE1,DEMINDNGSBOI_HIG,EMIC02,2044,0.109938061916399
6953,RE1,DEMINDNGSBOI_HIG,EMIC02,2045,0.206342264432188
6954,RE1,DEMINDNGSBOI_HIG,EMIC02,2046,0.310931177895346
6955,RE1,DEMINDNGSBOI_HIG,EMIC02,2047,0.423295566758504
6956,RE1,DEMINDNGSBOI_HIG,EMIC02,2048,0.54273388436903
6957,RE1,DEMINDNGSBOI_HIG,EMIC02,2049,0.668310735190083
6958,RE1,DEMINDNGSBOI_HIG,EMIC02,2050,0.799032261463767
6959,RE1,DEMINDNGSBOI_HIG,EMIC02,2051,0.933904605432188
6960,RE1,DEMINDNGSBOI_HIG,EMIC02,2052,1.07205083377956
6961,RE1,DEMINDNGSBOI_HIG,EMIC02,2053,1.21276939985324
6962,RE1,DEMINDNGSBOI_HIG,EMIC02,2054,1.35541721922166
6985,RE1,DEMINDNGSBOI_HIG,EMICH4,2044,5.54251901706593e-05
6986,RE1,DEMINDNGSBOI_HIG,EMICH4,2045,0.000104027295433817
6987,RE1,DEMINDNGSBOI_HIG,EMICH4,2046,0.000156755716486449
6988,RE1,DEMINDNGSBOI_HIG,EMICH4,2047,0.00021340413753908
6989,RE1,DEMINDNGSBOI_HIG,EMICH4,2048,0.000273618874381186
6990,RE1,DEMINDNGSBOI_HIG,EMICH4,2049,0.000336928348065396
6991,RE1,DEMINDNGSBOI_HIG,EMICH4,2050,0.000402831505960133
6992,RE1,DEMINDNGSBOI_HIG,EMICH4,2051,0.000470827295433817
6993,RE1,DEMINDNGSBOI_HIG,EMICH4,2052,0.000540473611223291
6994,RE1,DEMINDNGSBOI_HIG,EMICH4,2053,0.000611416769118028
6995,RE1,DEMINDNGSBOI_HIG,EMICH4,2054,0.000683332558591712
7018,RE1,DEMINDNGSBOI_HIG,EMIN2O,2044,5.2455983554374e-05
7019,RE1,DEMINDNGSBOI_HIG,EMIN2O,2045,9.84544046070055e-05
7020,RE1,DEMINDNGSBOI_HIG,EMIN2O,2046,0.000148358088817532
7021,RE1,DEMINDNGSBOI_HIG,EMIN2O,2047,0.000201971773028058
7022,RE1,DEMINDNGSBOI_HIG,EMIN2O,2048,0.000258960720396479
7023,RE1,DEMINDNGSBOI_HIG,EMIN2O,2049,0.000318878615133321
7024,RE1,DEMINDNGSBOI_HIG,EMIN2O,2050,0.000381251246712269
7025,RE1,DEMINDNGSBOI_HIG,EMIN2O,2051,0.000445604404607006
7026,RE1,DEMINDNGSBOI_HIG,EMIN2O,2052,0.0005115196677649
7027,RE1,DEMINDNGSBOI_HIG,EMIN2O,2053,0.000578662299343848
7028,RE1,DEMINDNGSBOI_HIG,EMIN2O,2054,0.000646725457238585
7029,RE1,DEMINDNGSBOI_LOW,EMIC02,2022,1.47361002498848
7030,RE1,DEMINDNGSBOI_LOW,EMIC02,2023,1.45515543615849
7031,RE1,DEMINDNGSBOI_LOW,EMIC02,2024,1.46027437760388
7032,RE1,DEMINDNGSBOI_LOW,EMIC02,2025,1.46021284305834
7033,RE1,DEMINDNGSBOI_LOW,EMIC02,2026,1.46008659719167
7034,RE1,DEMINDNGSBOI_LOW,EMIC02,2027,1.45980716456112
7035,RE1,DEMINDNGSBOI_LOW,EMIC02,2028,1.45926473373787
7036,RE1,DEMINDNGSBOI_LOW,EMIC02,2029,1.45830655773563
7037,RE1,DEMINDNGSBOI_LOW,EMIC02,2030,1.45673021876329
7038,RE1,DEMINDNGSBOI_LOW,EMIC02,2031,1.4542773660186
7039,RE1,DEMINDNGSBOI_LOW,EMIC02,2032,1.45062824463691
7040,RE1,DEMINDNGSBOI_LOW,EMIC02,2033,1.44539746775186
7041,RE1,DEMINDNGSBOI_LOW,EMIC02,2034,1.43813164242237
7042,RE1,DEMINDNGSBOI_LOW,EMIC02,2035,1.42830963698078
7043,RE1,DEMINDNGSBOI_LOW,EMIC02,2036,1.41534645822794
7044,RE1,DEMINDNGSBOI_LOW,EMIC02,2037,1.39860186842109
7045,RE1,DEMINDNGSBOI_LOW,EMIC02,2038,1.37739497881143
7046,RE1,DEMINDNGSBOI_LOW,EMIC02,2039,1.35102605962447
7047,RE1,DEMINDNGSBOI_LOW,EMIC02,2040,1.31880664350414
7048,RE1,DEMINDNGSBOI_LOW,EMIC02,2041,1.28009859861261
7049,RE1,DEMINDNGSBOI_LOW,EMIC02,2042,1.23436213642539
7050,RE1,DEMINDNGSBOI_LOW,EMIC02,2043,1.1812116415423
7051,RE1,DEMINDNGSBOI_LOW,EMIC02,2044,1.12047675139673
7052,RE1,DEMINDNGSBOI_LOW,EMIC02,2045,1.05226433096473
7053,RE1,DEMINDNGSBOI_LOW,EMIC02,2046,0.977015048702503
7054,RE1,DEMINDNGSBOI_LOW,EMIC02,2047,0.895546469602787
7055,RE1,DEMINDNGSBOI_LOW,EMIC02,2048,0.809073387599483
7056,RE1,DEMINDNGSBOI_LOW,EMIC02,2049,0.719196078246335
7057,RE1,DEMINDNGSBOI_LOW,EMIC02,2050,0.627848830137704
7058,RE1,DEMINDNGSBOI_LOW,EMIC02,2051,0.537204921989893
7059,RE1,DEMINDNGSBOI_LOW,EMIC02,2052,0.449540191978279
7060,RE1,DEMINDNGSBOI_LOW,EMIC02,2053,0.367064948529202
7061,RE1,DEMINDNGSBOI_LOW,EMIC02,2054,0.291741934900018
7062,RE1,DEMINDNGSBOI_LOW,EMICH4,2022,0.000742919371586569
7063,RE1,DEMINDNGSBOI_LOW,EMICH4,2023,0.000733615504685573
7064,RE1,DEMINDNGSBOI_LOW,EMICH4,2024,0.000736196215115956
7065,RE1,DEMINDNGSBOI_LOW,EMICH4,2025,0.000736165192521693
7066,RE1,DEMINDNGSBOI_LOW,EMICH4,2026,0.000736101545764178
7067,RE1,DEMINDNGSBOI_LOW,EMICH4,2027,0.000735960670016345
7068,RE1,DEMINDNGSBOI_LOW,EMICH4,2028,0.000735687203929994
7069,RE1,DEMINDNGSBOI_LOW,EMICH4,2029,0.000735204140228347
7070,RE1,DEMINDNGSBOI_LOW,EMICH4,2030,0.000734409430136207
7071,RE1,DEMINDNGSBOI_LOW,EMICH4,2031,0.000733172826293415
7072,RE1,DEMINDNGSBOI_LOW,EMICH4,2032,0.000731333124528526
7073,RE1,DEMINDNGSBOI_LOW,EMICH4,2033,0.000728696032346431
7074,RE1,DEMINDNGSBOI_LOW,EMICH4,2034,0.000725032972041258
7075,RE1,DEMINDNGSBOI_LOW,EMICH4,2035,0.000720081215479721
7076,RE1,DEMINDNGSBOI_LOW,EMICH4,2036,0.000713545838786081
7077,RE1,DEMINDNGSBOI_LOW,EMICH4,2037,0.000705104066590019
7078,RE1,DEMINDNGSBOI_LOW,EMICH4,2038,0.000694412629347498
7079,RE1,DEMINDNGSBOI_LOW,EMICH4,2039,0.000681118758825722
7080,RE1,DEMINDNGSBOI_LOW,EMICH4,2040,0.000664875364731555
7081,RE1,DEMINDNGSBOI_LOW,EMICH4,2041,0.000645360733385054
7082,RE1,DEMINDNGSBOI_LOW,EMICH4,2042,0.000622302730812771
7083,RE1,DEMINDNGSBOI_LOW,EMICH4,2043,0.00059550694930445
7084,RE1,DEMINDNGSBOI_LOW,EMICH4,2044,0.000564887500701908
7085,RE1,DEMINDNGSBOI_LOW,EMICH4,2045,0.000530498260901418
7086,RE1,DEMINDNGSBOI_LOW,EMICH4,2046,0.00049256139256949
7087,RE1,DEMINDNGSBOI_LOW,EMICH4,2047,0.000451489070474446
7088,RE1,DEMINDNGSBOI_LOW,EMICH4,2048,0.000407893732052702
7089,RE1,DEMINDNGSBOI_LOW,EMICH4,2049,0.000362582155005678
7090,RE1,DEMINDNGSBOI_LOW,EMICH4,2050,0.000316529509454792
7091,RE1,DEMINDNGSBOI_LOW,EMICH4,2051,0.000270831452209389
7092,RE1,DEMINDNGSBOI_LOW,EMICH4,2052,0.000226635345351984
7093,RE1,DEMINDNGSBOI_LOW,EMICH4,2053,0.000185055514192029
7094,RE1,DEMINDNGSBOI_LOW,EMICH4,2054,0.000147081474247616
7095,RE1,DEMINDNGSBOI_LOW,EMIN2O,2022,0.000703120119537289
7096,RE1,DEMINDNGSBOI_LOW,EMIN2O,2023,0.000694314674077418
7097,RE1,DEMINDNGSBOI_LOW,EMIN2O,2024,0.000696757132163316
7098,RE1,DEMINDNGSBOI_LOW,EMIN2O,2025,0.000696727771493745
7099,RE1,DEMINDNGSBOI_LOW,EMIN2O,2026,0.000696667534383954
7100,RE1,DEMINDNGSBOI_LOW,EMIN2O,2027,0.000696534205551184
7101,RE1,DEMINDNGSBOI_LOW,EMIN2O,2028,0.000696275389433745
7102,RE1,DEMINDNGSBOI_LOW,EMIN2O,2029,0.000695818204144686
7103,RE1,DEMINDNGSBOI_LOW,EMIN2O,2030,0.000695066067807482
7104,RE1,DEMINDNGSBOI_LOW,EMIN2O,2031,0.000693895710599125
7105,RE1,DEMINDNGSBOI_LOW,EMIN2O,2032,0.000692154564285927
7106,RE1,DEMINDNGSBOI_LOW,EMIN2O,2033,0.000689658744899301
7107,RE1,DEMINDNGSBOI_LOW,EMIN2O,2034,0.000686191919967619
7108,RE1,DEMINDNGSBOI_LOW,EMIN2O,2035,0.000681505436079022
7109,RE1,DEMINDNGSBOI_LOW,EMIN2O,2036,0.000675320168851112
7110,RE1,DEMINDNGSBOI_LOW,EMIN2O,2037,0.000667330634451268
7111,RE1,DEMINDNGSBOI_LOW,EMIN2O,2038,0.000657211952775311
7112,RE1,DEMINDNGSBOI_LOW,EMIN2O,2039,0.00064463025388863
7113,RE1,DEMINDNGSBOI_LOW,EMIN2O,2040,0.000629257041620937
7114,RE1,DEMINDNGSBOI_LOW,EMIN2O,2041,0.000610787836953712
7115,RE1,DEMINDNGSBOI_LOW,EMIN2O,2042,0.00058896508451923
7116,RE1,DEMINDNGSBOI_LOW,EMIN2O,2043,0.000563604791305998
7117,RE1,DEMINDNGSBOI_LOW,EMIN2O,2044,0.000534625670307164
7118,RE1,DEMINDNGSBOI_LOW,EMIN2O,2045,0.000502078711210271
7119,RE1,DEMINDNGSBOI_LOW,EMIN2O,2046,0.00046617417511041
7120,RE1,DEMINDNGSBOI_LOW,EMIN2O,2047,0.000427302155984744
7121,RE1,DEMINDNGSBOI_LOW,EMIN2O,2048,0.000386042282121307
7122,RE1,DEMINDNGSBOI_LOW,EMIN2O,2049,0.000343158110987516
7123,RE1,DEMINDNGSBOI_LOW,EMIN2O,2050,0.000299572571448285
7124,RE1,DEMINDNGSBOI_LOW,EMIN2O,2051,0.000256322624412457
7125,RE1,DEMINDNGSBOI_LOW,EMIN2O,2052,0.000214494166136699
7126,RE1,DEMINDNGSBOI_LOW,EMIN2O,2053,0.000175141825931742
7127,RE1,DEMINDNGSBOI_LOW,EMIN2O,2054,0.000139202109555779
7128,RE1,DEMINDNGSBOI_MID,EMIC02,2022,0.0101370324018183
7129,RE1,DEMINDNGSBOI_MID,EMIC02,2023,0.0137066119606533
7130,RE1,DEMINDNGSBOI_MID,EMIC02,2024,0.0329264071488115
7131,RE1,DEMINDNGSBOI_MID,EMIC02,2025,0.0328713396458057
7132,RE1,DEMINDNGSBOI_MID,EMIC02,2026,0.0327927049382048
7133,RE1,DEMINDNGSBOI_MID,EMIC02,2027,0.0326812027860151
7134,RE1,DEMINDNGSBOI_MID,EMIC02,2028,0.0325263422360065
7135,RE1,DEMINDNGSBOI_MID,EMIC02,2029,0.0323174420690597
7136,RE1,DEMINDNGSBOI_MID,EMIC02,2030,0.0320460580629578
7137,RE1,DEMINDNGSBOI_MID,EMIC02,2031,0.0317091088245689
7138,RE1,DEMINDNGSBOI_MID,EMIC02,2032,0.0313112821819116
7139,RE1,DEMINDNGSBOI_MID,EMIC02,2033,0.0308646617751343
7140,RE1,DEMINDNGSBOI_MID,EMIC02,2034,0.0303844988581951
7141,RE1,DEMINDNGSBOI_MID,EMIC02,2035,0.0298826626721601
7142,RE1,DEMINDNGSBOI_MID,EMIC02,2036,0.0293622341312353
7143,RE1,DEMINDNGSBOI_MID,EMIC02,2037,0.0288158195599558
7144,RE1,DEMINDNGSBOI_MID,EMIC02,2038,0.0282274717372491
