,REGION,TECHNOLOGY,EMISSION,YEAR,VALUE
594,RE1,DEMAGFNGS,EMIC02,2022,0.0139358005674896
595,RE1,DEMAGFNGS,EMIC02,2023,0.0128410410888306
596,RE1,DEMAGFNGS,EMIC02,2024,0.0118978530187497
597,RE1,DEMAGFNGS,EMIC02,2025,0.0122408808544473
598,RE1,DEMAGFNGS,EMIC02,2026,0.0125898897103
599,RE1,DEMAGFNGS,EMIC02,2027,0.0129629444141718
600,RE1,DEMAGFNGS,EMIC02,2028,0.013335790985343
601,RE1,DEMAGFNGS,EMIC02,2029,0.0136986918626873
602,RE1,DEMAGFNGS,EMIC02,2030,0.0140731704623021
603,RE1,DEMAGFNGS,EMIC02,2031,0.0144493546001635
604,RE1,DEMAGFNGS,EMIC02,2032,0.0148345171563852
605,RE1,DEMAGFNGS,EMIC02,2033,0.0152255087188033
606,RE1,DEMAGFNGS,EMIC02,2034,0.0156265621476018
607,RE1,DEMAGFNGS,EMIC02,2035,0.0160428314789811
608,RE1,DEMAGFNGS,EMIC02,2036,0.0164542823633245
609,RE1,DEMAGFNGS,EMIC02,2037,0.0168776290020745
610,RE1,DEMAGFNGS,EMIC02,2038,0.0173120575988118
611,RE1,DEMAGFNGS,EMIC02,2039,0.0177576872407468
612,RE1,DEMAGFNGS,EMIC02,2040,0.0182157850046693
613,RE1,DEMAGFNGS,EMIC02,2041,0.0186874861509556
614,RE1,DEMAGFNGS,EMIC02,2042,0.0191705809602255
615,RE1,DEMAGFNGS,EMIC02,2043,0.0196653221653512
616,RE1,DEMAGFNGS,EMIC02,2044,0.0201719672005661
617,RE1,DEMAGFNGS,EMIC02,2045,0.0206907785149015
618,RE1,DEMAGFNGS,EMIC02,2046,0.0212220237593925
619,RE1,DEMAGFNGS,EMIC02,2047,0.0217659758612522
620,RE1,DEMAGFNGS,EMIC02,2048,0.0223229130703065
621,RE1,DEMAGFNGS,EMIC02,2049,0.0228931190214071
622,RE1,DEMAGFNGS,EMIC02,2050,0.023476882814036
623,RE1,DEMAGFNGS,EMIC02,2051,0.0240755634241576
624,RE1,DEMAGFNGS,EMIC02,2052,0.0246895424672874
625,RE1,DEMAGFNGS,EMIC02,2053,0.0254295730371219
626,RE1,DEMAGFNGS,EMIC02,2054,0.0261917848703402
649,RE1,DEMAGFNGS,EMICH4,2044,1.01696818983208e-05
650,RE1,DEMAGFNGS,EMICH4,2045,1.04312402272424e-05
651,RE1,DEMAGFNGS,EMICH4,2046,1.06990671125805e-05
652,RE1,DEMAGFNGS,EMICH4,2047,1.09733001503816e-05
653,RE1,DEMAGFNGS,EMICH4,2048,1.12540796200836e-05
654,RE1,DEMAGFNGS,EMICH4,2049,1.15415485159809e-05
655,RE1,DEMAGFNGS,EMICH4,2050,1.18358525873571e-05
656,RE1,DEMAGFNGS,EMICH4,2051,1.21376769609094e-05
657,RE1,DEMAGFNGS,EMICH4,2052,1.24472140278093e-05
658,RE1,DEMAGFNGS,EMICH4,2053,1.28202998758787e-05
659,RE1,DEMAGFNGS,EMICH4,2054,1.32045683909866e-05
684,RE1,DEMAGFNGS,EMIN2O,2046,1.0125902802978e-05
685,RE1,DEMAGFNGS,EMIN2O,2047,1.03854447851826e-05
686,RE1,DEMAGFNGS,EMIN2O,2048,1.06511824975791e-05
687,RE1,DEMAGFNGS,EMIN2O,2049,1.09232512740533e-05
688,RE1,DEMAGFNGS,EMIN2O,2050,1.12017890558915e-05
689,RE1,DEMAGFNGS,EMIN2O,2051,1.1487444266575e-05
690,RE1,DEMAGFNGS,EMIN2O,2052,1.17803989906053e-05
691,RE1,DEMAGFNGS,EMIN2O,2053,1.21334980968138e-05
692,RE1,DEMAGFNGS,EMIN2O,2054,1.24971807986123e-05
726,RE1,DEMAGFWOO,EMICH4,2022,0.010992437566027
727,RE1,DEMAGFWOO,EMICH4,2023,0.0115581354449832
728,RE1,DEMAGFWOO,EMICH4,2024,0.0122509170944145
729,RE1,DEMAGFWOO,EMICH4,2025,0.0126041241452652
730,RE1,DEMAGFWOO,EMICH4,2026,0.0129634897006751
731,RE1,DEMAGFWOO,EMICH4,2027,0.0133476146551196
732,RE1,DEMAGFWOO,EMICH4,2028,0.0137315253006081
733,RE1,DEMAGFWOO,EMICH4,2029,0.0141051951177447
734,RE1,DEMAGFWOO,EMICH4,2030,0.0144907862214744
735,RE1,DEMAGFWOO,EMICH4,2031,0.0148781334746226
736,RE1,DEMAGFWOO,EMICH4,2032,0.0152747255771396
737,RE1,DEMAGFWOO,EMICH4,2033,0.0156773196593031
738,RE1,DEMAGFWOO,EMICH4,2034,0.0160902741897464
739,RE1,DEMAGFWOO,EMICH4,2035,0.0165188961486527
740,RE1,DEMAGFWOO,EMICH4,2036,0.0169425566750158
741,RE1,DEMAGFWOO,EMICH4,2037,0.0173784659575856
742,RE1,DEMAGFWOO,EMICH4,2038,0.0178257860508567
743,RE1,DEMAGFWOO,EMICH4,2039,0.0182846395759049
744,RE1,DEMAGFWOO,EMICH4,2040,0.0187563312095221
745,RE1,DEMAGFWOO,EMICH4,2041,0.0192420299004865
746,RE1,DEMAGFWOO,EMICH4,2042,0.0197394603568707
747,RE1,DEMAGFWOO,EMICH4,2043,0.0202488828112944
748,RE1,DEMAGFWOO,EMICH4,2044,0.0207705623372504
749,RE1,DEMAGFWOO,EMICH4,2045,0.0213047691718407
750,RE1,DEMAGFWOO,EMICH4,2046,0.021851778908539
751,RE1,DEMAGFWOO,EMICH4,2047,0.0224118725735653
752,RE1,DEMAGFWOO,EMICH4,2048,0.0229853366736989
753,RE1,DEMAGFWOO,EMICH4,2049,0.0235724632605433
754,RE1,DEMAGFWOO,EMICH4,2050,0.0241735500124932
755,RE1,DEMAGFWOO,EMICH4,2051,0.0247899962325864
756,RE1,DEMAGFWOO,EMICH4,2052,0.0254221948606277
757,RE1,DEMAGFWOO,EMICH4,2053,0.0261841855445006
758,RE1,DEMAGFWOO,EMICH4,2054,0.0269690157119621
759,RE1,DEMAGFWOO,EMIN2O,2022,0.0138714093095103
760,RE1,DEMAGFWOO,EMIN2O,2023,0.0145852661567645
761,RE1,DEMAGFWOO,EMIN2O,2024,0.0154594906191421
762,RE1,DEMAGFWOO,EMIN2O,2025,0.015905204278549
763,RE1,DEMAGFWOO,EMIN2O,2026,0.0163586893841852
764,RE1,DEMAGFWOO,EMIN2O,2027,0.0168434184933652
765,RE1,DEMAGFWOO,EMIN2O,2028,0.017327877165053
766,RE1,DEMAGFWOO,EMIN2O,2029,0.0177994128866779
767,RE1,DEMAGFWOO,EMIN2O,2030,0.0182859921366224
768,RE1,DEMAGFWOO,EMIN2O,2031,0.0187747874798809
769,RE1,DEMAGFWOO,EMIN2O,2032,0.0192752489425809
770,RE1,DEMAGFWOO,EMIN2O,2033,0.0197832843319778
771,RE1,DEMAGFWOO,EMIN2O,2034,0.0203043936203943
772,RE1,DEMAGFWOO,EMIN2O,2035,0.0208452737113951
773,RE1,DEMAGFWOO,EMIN2O,2036,0.0213798929470438
774,RE1,DEMAGFWOO,EMIN2O,2037,0.0219299689464771
775,RE1,DEMAGFWOO,EMIN2O,2038,0.0224944443022715
776,RE1,DEMAGFWOO,EMIN2O,2039,0.0230734737505467
777,RE1,DEMAGFWOO,EMIN2O,2040,0.0236687036691588
778,RE1,DEMAGFWOO,EMIN2O,2041,0.0242816091601377
779,RE1,DEMAGFWOO,EMIN2O,2042,0.0249093190217654
780,RE1,DEMAGFWOO,EMIN2O,2043,0.0255521616428239
781,RE1,DEMAGFWOO,EMIN2O,2044,0.026210471520816
782,RE1,DEMAGFWOO,EMIN2O,2045,0.0268845896692275
783,RE1,DEMAGFWOO,EMIN2O,2046,0.0275748638607754
784,RE1,DEMAGFWOO,EMIN2O,2047,0.0282816487237847
785,RE1,DEMAGFWOO,EMIN2O,2048,0.0290053058025248
786,RE1,DEMAGFWOO,EMIN2O,2049,0.0297462036383046
787,RE1,DEMAGFWOO,EMIN2O,2050,0.0305047178729081
788,RE1,DEMAGFWOO,EMIN2O,2051,0.0312826142935019
789,RE1,DEMAGFWOO,EMIN2O,2052,0.0320803887526969
790,RE1,DEMAGFWOO,EMIN2O,2053,0.0330419484252031
791,RE1,DEMAGFWOO,EMIN2O,2054,0.0340323293508094
792,RE1,DEMCONSDSL,EMIC02,2022,0.230915190043702
793,RE1,DEMCONSDSL,EMIC02,2023,0.235416591071851
794,RE1,DEMCONSDSL,EMIC02,2024,0.241673745021257
795,RE1,DEMCONSDSL,EMIC02,2025,0.250563361683287
796,RE1,DEMCONSDSL,EMIC02,2026,0.264067395461282
797,RE1,DEMCONSDSL,EMIC02,2027,0.277274920565596
798,RE1,DEMCONSDSL,EMIC02,2028,0.289181251010829
799,RE1,DEMCONSDSL,EMIC02,2029,0.299781940487063
800,RE1,DEMCONSDSL,EMIC02,2030,0.310585747988723
801,RE1,DEMCONSDSL,EMIC02,2031,0.321948400480332
802,RE1,DEMCONSDSL,EMIC02,2032,0.333647196823516
803,RE1,DEMCONSDSL,EMIC02,2033,0.34598238387092
804,RE1,DEMCONSDSL,EMIC02,2034,0.358700220296119
805,RE1,DEMCONSDSL,EMIC02,2035,0.371876846972943
806,RE1,DEMCONSDSL,EMIC02,2036,0.385204922302187
807,RE1,DEMCONSDSL,EMIC02,2037,0.398944724048655
808,RE1,DEMCONSDSL,EMIC02,2038,0.413090495121128
809,RE1,DEMCONSDSL,EMIC02,2039,0.427651710634259
810,RE1,DEMCONSDSL,EMIC02,2040,0.442656137518027
811,RE1,DEMCONSDSL,EMIC02,2041,0.458130167423414
812,RE1,DEMCONSDSL,EMIC02,2042,0.47412124646804
813,RE1,DEMCONSDSL,EMIC02,2043,0.490645746317073
814,RE1,DEMCONSDSL,EMIC02,2044,0.507720500197318
815,RE1,DEMCONSDSL,EMIC02,2045,0.525362830443108
816,RE1,DEMCONSDSL,EMIC02,2046,0.543590566636281
817,RE1,DEMCONSDSL,EMIC02,2047,0.562422060386902
818,RE1,DEMCONSDSL,EMIC02,2048,0.581876194739177
819,RE1,DEMCONSDSL,EMIC02,2049,0.601972401639579
820,RE1,DEMCONSDSL,EMIC02,2050,0.622730670670911
821,RE1,DEMCONSDSL,EMIC02,2051,0.644185347528144
822,RE1,DEMCONSDSL,EMIC02,2052,0.666359117260293
823,RE1,DEMCONSDSL,EMIC02,2053,0.687682609163117
824,RE1,DEMCONSDSL,EMIC02,2054,0.70968845242522
825,RE1,DEMCONSDSL,EMICH4,2022,9.623600056e-05
826,RE1,DEMCONSDSL,EMICH4,2023,9.811200028e-05
827,RE1,DEMCONSDSL,EMICH4,2024,0.00010071972596
828,RE1,DEMCONSDSL,EMICH4,2025,0.00010442455436
829,RE1,DEMCONSDSL,EMICH4,2026,0.00011005248296
830,RE1,DEMCONSDSL,EMICH4,2027,0.00011555683888
831,RE1,DEMCONSDSL,EMICH4,2028,0.00012051891012
832,RE1,DEMCONSDSL,EMICH4,2029,0.00012493684364
833,RE1,DEMCONSDSL,EMICH4,2030,0.00012943942844
834,RE1,DEMCONSDSL,EMICH4,2031,0.00013417491696
835,RE1,DEMCONSDSL,EMICH4,2032,0.00013905049648
836,RE1,DEMCONSDSL,EMICH4,2033,0.0001441912976
837,RE1,DEMCONSDSL,EMICH4,2034,0.00014949157132
838,RE1,DEMCONSDSL,EMICH4,2035,0.00015498305004
839,RE1,DEMCONSDSL,EMICH4,2036,0.00016053764636
840,RE1,DEMCONSDSL,EMICH4,2037,0.0001662638334
841,RE1,DEMCONSDSL,EMICH4,2038,0.00017215921184
842,RE1,DEMCONSDSL,EMICH4,2039,0.00017822773052
843,RE1,DEMCONSDSL,EMICH4,2040,0.00018448096156
844,RE1,DEMCONSDSL,EMICH4,2041,0.00019092990392
845,RE1,DEMCONSDSL,EMICH4,2042,0.0001975943312
846,RE1,DEMCONSDSL,EMICH4,2043,0.00020448106644
847,RE1,DEMCONSDSL,EMICH4,2044,0.00021159712504
848,RE1,DEMCONSDSL,EMICH4,2045,0.00021894972624
849,RE1,DEMCONSDSL,EMICH4,2046,0.00022654630068
850,RE1,DEMCONSDSL,EMICH4,2047,0.00023439449656
851,RE1,DEMCONSDSL,EMICH4,2048,0.00024250218356
852,RE1,DEMCONSDSL,EMICH4,2049,0.00025087746012
853,RE1,DEMCONSDSL,EMICH4,2050,0.00025952865708
854,RE1,DEMCONSDSL,EMICH4,2051,0.00026847008832
855,RE1,DEMCONSDSL,EMICH4,2052,0.00027771120804
856,RE1,DEMCONSDSL,EMICH4,2053,0.00028659796676
857,RE1,DEMCONSDSL,EMICH4,2054,0.0002957691016
858,RE1,DEMCONSDSL,EMIN2O,2022,9.108050053e-05
859,RE1,DEMCONSDSL,EMIN2O,2023,9.2856000265e-05
860,RE1,DEMCONSDSL,EMIN2O,2024,9.5324026355e-05
861,RE1,DEMCONSDSL,EMIN2O,2025,9.8830381805e-05
862,RE1,DEMCONSDSL,EMIN2O,2026,0.00010415681423
863,RE1,DEMCONSDSL,EMIN2O,2027,0.00010936629394
864,RE1,DEMCONSDSL,EMIN2O,2028,0.000114062539935
865,RE1,DEMCONSDSL,EMIN2O,2029,0.000118243798445
866,RE1,DEMCONSDSL,EMIN2O,2030,0.000122505173345
867,RE1,DEMCONSDSL,EMIN2O,2031,0.00012698697498
868,RE1,DEMCONSDSL,EMIN2O,2032,0.00013160136274
869,RE1,DEMCONSDSL,EMIN2O,2033,0.0001364667638
870,RE1,DEMCONSDSL,EMIN2O,2034,0.000141483094285
871,RE1,DEMCONSDSL,EMIN2O,2035,0.000146680386645
872,RE1,DEMCONSDSL,EMIN2O,2036,0.000151937415305
873,RE1,DEMCONSDSL,EMIN2O,2037,0.000157356842325
874,RE1,DEMCONSDSL,EMIN2O,2038,0.00016293639692
875,RE1,DEMCONSDSL,EMIN2O,2039,0.000168679816385
876,RE1,DEMCONSDSL,EMIN2O,2040,0.000174598052905
877,RE1,DEMCONSDSL,EMIN2O,2041,0.00018070151621
878,RE1,DEMCONSDSL,EMIN2O,2042,0.0001870089206
879,RE1,DEMCONSDSL,EMIN2O,2043,0.000193526723595
880,RE1,DEMCONSDSL,EMIN2O,2044,0.00020026156477
881,RE1,DEMCONSDSL,EMIN2O,2045,0.00020722027662
882,RE1,DEMCONSDSL,EMIN2O,2046,0.000214409891715
883,RE1,DEMCONSDSL,EMIN2O,2047,0.00022183764853
884,RE1,DEMCONSDSL,EMIN2O,2048,0.000229510995155
885,RE1,DEMCONSDSL,EMIN2O,2049,0.000237437596185
886,RE1,DEMCONSDSL,EMIN2O,2050,0.000245625336165
887,RE1,DEMCONSDSL,EMIN2O,2051,0.00025408776216
888,RE1,DEMCONSDSL,EMIN2O,2052,0.000262833821895
889,RE1,DEMCONSDSL,EMIN2O,2053,0.000271244504255
890,RE1,DEMCONSDSL,EMIN2O,2054,0.0002799243283
891,RE1,DEMCONSELC,EMIC02,2022,0.049716974
892,RE1,DEMCONSELC,EMIC02,2023,0.0476342359
893,RE1,DEMCONSELC,EMIC02,2024,0.048900309548056
894,RE1,DEMCONSELC,EMIC02,2025,0.050699036074826
895,RE1,DEMCONSELC,EMIC02,2026,0.053431444685912
896,RE1,DEMCONSELC,EMIC02,2027,0.0561038583464
897,RE1,DEMCONSELC,EMIC02,2028,0.058512987037008
898,RE1,DEMCONSELC,EMIC02,2029,0.060657932492949
899,RE1,DEMCONSELC,EMIC02,2030,0.062843977090113
900,RE1,DEMCONSELC,EMIC02,2031,0.065143098241683
901,RE1,DEMCONSELC,EMIC02,2032,0.067510234901089
902,RE1,DEMCONSELC,EMIC02,2033,0.070006138523155
903,RE1,DEMCONSELC,EMIC02,2034,0.072579468270014
904,RE1,DEMCONSELC,EMIC02,2035,0.075245629013245
905,RE1,DEMCONSELC,EMIC02,2036,0.077942434224288
906,RE1,DEMCONSELC,EMIC02,2037,0.08072254828748
907,RE1,DEMCONSELC,EMIC02,2038,0.083584806213187
908,RE1,DEMCONSELC,EMIC02,2039,0.086531125464163
909,RE1,DEMCONSELC,EMIC02,2040,0.089567123386619
910,RE1,DEMCONSELC,EMIC02,2041,0.092698141867856
911,RE1,DEMCONSELC,EMIC02,2042,0.095933779643111
912,RE1,DEMCONSELC,EMIC02,2043,0.099277350281516
913,RE1,DEMCONSELC,EMIC02,2044,0.102732258723939
914,RE1,DEMCONSELC,EMIC02,2045,0.106302011360749
915,RE1,DEMCONSELC,EMIC02,2046,0.109990214688114
916,RE1,DEMCONSELC,EMIC02,2047,0.113800582698362
917,RE1,DEMCONSELC,EMIC02,2048,0.117736935536279
918,RE1,DEMCONSELC,EMIC02,2049,0.121803205545768
919,RE1,DEMCONSELC,EMIC02,2050,0.1260034379417
920,RE1,DEMCONSELC,EMIC02,2051,0.130344581007117
921,RE1,DEMCONSELC,EMIC02,2052,0.134831225499902
922,RE1,DEMCONSELC,EMIC02,2053,0.139145825076011
923,RE1,DEMCONSELC,EMIC02,2054,0.143598491376322
924,RE1,DEMCONSELC,EMICH4,2022,2.072e-05
925,RE1,DEMCONSELC,EMICH4,2023,1.9852e-05
926,RE1,DEMCONSELC,EMICH4,2024,2.037964768e-05
927,RE1,DEMCONSELC,EMICH4,2025,2.112928328e-05
928,RE1,DEMCONSELC,EMICH4,2026,2.226803936e-05
929,RE1,DEMCONSELC,EMICH4,2027,2.3381792e-05
930,RE1,DEMCONSELC,EMICH4,2028,2.438581824e-05
931,RE1,DEMCONSELC,EMICH4,2029,2.527974372e-05
932,RE1,DEMCONSELC,EMICH4,2030,2.619079764e-05
933,RE1,DEMCONSELC,EMICH4,2031,2.714897724e-05
934,RE1,DEMCONSELC,EMICH4,2032,2.813550292e-05
935,RE1,DEMCONSELC,EMICH4,2033,2.91756934e-05
936,RE1,DEMCONSELC,EMICH4,2034,3.024815192e-05
937,RE1,DEMCONSELC,EMICH4,2035,3.13592986e-05
938,RE1,DEMCONSELC,EMICH4,2036,3.248321664e-05
939,RE1,DEMCONSELC,EMICH4,2037,3.36418544e-05
940,RE1,DEMCONSELC,EMICH4,2038,3.483472636e-05
941,RE1,DEMCONSELC,EMICH4,2039,3.606263164e-05
942,RE1,DEMCONSELC,EMICH4,2040,3.732791132e-05
943,RE1,DEMCONSELC,EMICH4,2041,3.863279168e-05
944,RE1,DEMCONSELC,EMICH4,2042,3.998127308e-05
945,RE1,DEMCONSELC,EMICH4,2043,4.137473648e-05
946,RE1,DEMCONSELC,EMICH4,2044,4.281460092e-05
947,RE1,DEMCONSELC,EMICH4,2045,4.430232772e-05
948,RE1,DEMCONSELC,EMICH4,2046,4.583941992e-05
949,RE1,DEMCONSELC,EMICH4,2047,4.742742536e-05
950,RE1,DEMCONSELC,EMICH4,2048,4.906793612e-05
951,RE1,DEMCONSELC,EMICH4,2049,5.076259104e-05
952,RE1,DEMCONSELC,EMICH4,2050,5.2513076e-05
953,RE1,DEMCONSELC,EMICH4,2051,5.432228676e-05
954,RE1,DEMCONSELC,EMICH4,2052,5.619213656e-05
955,RE1,DEMCONSELC,EMICH4,2053,5.799028508e-05
956,RE1,DEMCONSELC,EMICH4,2054,5.984597416e-05
957,RE1,DEMCONSELC,EMIN2O,2022,1.961e-05
958,RE1,DEMCONSELC,EMIN2O,2023,1.87885e-05
959,RE1,DEMCONSELC,EMIN2O,2024,1.928788084e-05
960,RE1,DEMCONSELC,EMIN2O,2025,1.999735739e-05
961,RE1,DEMCONSELC,EMIN2O,2026,2.107510868e-05
962,RE1,DEMCONSELC,EMIN2O,2027,2.2129196e-05
963,RE1,DEMCONSELC,EMIN2O,2028,2.307943512e-05
964,RE1,DEMCONSELC,EMIN2O,2029,2.3925471735e-05
965,RE1,DEMCONSELC,EMIN2O,2030,2.4787719195e-05
966,RE1,DEMCONSELC,EMIN2O,2031,2.5694567745e-05
967,RE1,DEMCONSELC,EMIN2O,2032,2.6628243835e-05
968,RE1,DEMCONSELC,EMIN2O,2033,2.7612709825e-05
969,RE1,DEMCONSELC,EMIN2O,2034,2.862771521e-05
970,RE1,DEMCONSELC,EMIN2O,2035,2.9679336175e-05
971,RE1,DEMCONSELC,EMIN2O,2036,3.074304432e-05
972,RE1,DEMCONSELC,EMIN2O,2037,3.18396122e-05
973,RE1,DEMCONSELC,EMIN2O,2038,3.2968580305e-05
974,RE1,DEMCONSELC,EMIN2O,2039,3.4130704945e-05
975,RE1,DEMCONSELC,EMIN2O,2040,3.5328201785e-05
976,RE1,DEMCONSELC,EMIN2O,2041,3.656317784e-05
977,RE1,DEMCONSELC,EMIN2O,2042,3.7839419165e-05
978,RE1,DEMCONSELC,EMIN2O,2043,3.915823274e-05
979,RE1,DEMCONSELC,EMIN2O,2044,4.0520961585e-05
980,RE1,DEMCONSELC,EMIN2O,2045,4.1928988735e-05
981,RE1,DEMCONSELC,EMIN2O,2046,4.338373671e-05
982,RE1,DEMCONSELC,EMIN2O,2047,4.488667043e-05
983,RE1,DEMCONSELC,EMIN2O,2048,4.6439296685e-05
984,RE1,DEMCONSELC,EMIN2O,2049,4.804316652e-05
985,RE1,DEMCONSELC,EMIN2O,2050,4.96998755e-05
986,RE1,DEMCONSELC,EMIN2O,2051,5.1412164255e-05
987,RE1,DEMCONSELC,EMIN2O,2052,5.318184353e-05
988,RE1,DEMCONSELC,EMIN2O,2053,5.4883662665e-05
989,RE1,DEMCONSELC,EMIN2O,2054,5.663993983e-05
990,RE1,DEMCONSNGS,EMIC02,2022,0.0075919163
991,RE1,DEMCONSNGS,EMIC02,2023,0.0075919163
992,RE1,DEMCONSNGS,EMIC02,2024,0.007793702716744
993,RE1,DEMCONSNGS,EMIC02,2025,0.008080382210295
994,RE1,DEMCONSNGS,EMIC02,2026,0.008515871997389
995,RE1,DEMCONSNGS,EMIC02,2027,0.0089417993292
996,RE1,DEMCONSNGS,EMIC02,2028,0.009325765534955
997,RE1,DEMCONSNGS,EMIC02,2029,0.009667625494838
998,RE1,DEMCONSNGS,EMIC02,2030,0.010016036001971
999,RE1,DEMCONSNGS,EMIC02,2031,0.010382468240328
1000,RE1,DEMCONSNGS,EMIC02,2032,0.010759741466421
1001,RE1,DEMCONSNGS,EMIC02,2033,0.01115753705316
1002,RE1,DEMCONSNGS,EMIC02,2034,0.011567672527216
1003,RE1,DEMCONSNGS,EMIC02,2035,0.011992603503994
1004,RE1,DEMCONSNGS,EMIC02,2036,0.012422418837542
1005,RE1,DEMCONSNGS,EMIC02,2037,0.012865511962403
1006,RE1,DEMCONSNGS,EMIC02,2038,0.01332169677585
1007,RE1,DEMCONSNGS,EMIC02,2039,0.013791279641939
1008,RE1,DEMCONSNGS,EMIC02,2040,0.014275154794351
1009,RE1,DEMCONSNGS,EMIC02,2041,0.014774174812005
1010,RE1,DEMCONSNGS,EMIC02,2042,0.015289868827777
1011,RE1,DEMCONSNGS,EMIC02,2043,0.015822764916553
1012,RE1,DEMCONSNGS,EMIC02,2044,0.016373406605792
1013,RE1,DEMCONSNGS,EMIC02,2045,0.016942351531824
1014,RE1,DEMCONSNGS,EMIC02,2046,0.017530175470956
1015,RE1,DEMCONSNGS,EMIC02,2047,0.018137469652068
1016,RE1,DEMCONSNGS,EMIC02,2048,0.018764842772166
1017,RE1,DEMCONSNGS,EMIC02,2049,0.019412923011935
1018,RE1,DEMCONSNGS,EMIC02,2050,0.020082353332782
1019,RE1,DEMCONSNGS,EMIC02,2051,0.020774242288857
1020,RE1,DEMCONSNGS,EMIC02,2052,0.021489320854048
1021,RE1,DEMCONSNGS,EMIC02,2053,0.022176979164376
1022,RE1,DEMCONSNGS,EMIC02,2054,0.022886642610507
1089,RE1,DEMCOQDSL,EMIC02,2022,0.00647709106589999
1090,RE1,DEMCOQDSL,EMIC02,2023,0.00807967029869999
1091,RE1,DEMCOQDSL,EMIC02,2024,0.00821321856809999
1092,RE1,DEMCOQDSL,EMIC02,2025,0.00821321856809999
1093,RE1,DEMCOQDSL,EMIC02,2026,0.00821321856809999
1094,RE1,DEMCOQDSL,EMIC02,2027,0.00821321856809999
1095,RE1,DEMCOQDSL,EMIC02,2028,0.00821321856809999
1096,RE1,DEMCOQDSL,EMIC02,2029,0.00821321856809999
1097,RE1,DEMCOQDSL,EMIC02,2030,0.00821321856809999
1098,RE1,DEMCOQDSL,EMIC02,2031,0.00821321856809999
1099,RE1,DEMCOQDSL,EMIC02,2032,0.00821321856809999
1100,RE1,DEMCOQDSL,EMIC02,2033,0.00821321856809999
1101,RE1,DEMCOQDSL,EMIC02,2034,0.00821321856809999
1102,RE1,DEMCOQDSL,EMIC02,2035,0.00821321856809999
1103,RE1,DEMCOQDSL,EMIC02,2036,0.00821321856809999
1104,RE1,DEMCOQDSL,EMIC02,2037,0.00821321856809999
1105,RE1,DEMCOQDSL,EMIC02,2038,0.00821321856809999
1106,RE1,DEMCOQDSL,EMIC02,2039,0.00821321856809999
1107,RE1,DEMCOQDSL,EMIC02,2040,0.00821321856809999
1108,RE1,DEMCOQDSL,EMIC02,2041,0.00821321856809999
1109,RE1,DEMCOQDSL,EMIC02,2042,0.00821321856809999
1110,RE1,DEMCOQDSL,EMIC02,2043,0.00821321856809999
1111,RE1,DEMCOQDSL,EMIC02,2044,0.00821321856809999
1112,RE1,DEMCOQDSL,EMIC02,2045,0.00821321856809999
1113,RE1,DEMCOQDSL,EMIC02,2046,0.00821321856809999
1114,RE1,DEMCOQDSL,EMIC02,2047,0.00821321856809999
1115,RE1,DEMCOQDSL,EMIC02,2048,0.00821321856809999
1116,RE1,DEMCOQDSL,EMIC02,2049,0.00821321856809999
1117,RE1,DEMCOQDSL,EMIC02,2050,0.00821321856809999
1118,RE1,DEMCOQDSL,EMIC02,2051,0.0082132185681
1119,RE1,DEMCOQDSL,EMIC02,2052,0.0082132185681
1120,RE1,DEMCOQDSL,EMIC02,2053,0.0082132185681
1121,RE1,DEMCOQDSL,EMIC02,2054,0.0082132185681
1123,RE1,DEMCOQDSL,EMICH4,2023,1.0164e-05
1124,RE1,DEMCOQDSL,EMICH4,2024,1.0332e-05
1125,RE1,DEMCOQDSL,EMICH4,2025,1.0332e-05
1126,RE1,DEMCOQDSL,EMICH4,2026,1.0332e-05
1127,RE1,DEMCOQDSL,EMICH4,2027,1.0332e-05
1128,RE1,DEMCOQDSL,EMICH4,2028,1.0332e-05
1129,RE1,DEMCOQDSL,EMICH4,2029,1.0332e-05
1130,RE1,DEMCOQDSL,EMICH4,2030,1.0332e-05
1131,RE1,DEMCOQDSL,EMICH4,2031,1.0332e-05
1132,RE1,DEMCOQDSL,EMICH4,2032,1.0332e-05
1133,RE1,DEMCOQDSL,EMICH4,2033,1.0332e-05
1134,RE1,DEMCOQDSL,EMICH4,2034,1.0332e-05
1135,RE1,DEMCOQDSL,EMICH4,2035,1.0332e-05
1136,RE1,DEMCOQDSL,EMICH4,2036,1.0332e-05
1137,RE1,DEMCOQDSL,EMICH4,2037,1.0332e-05
1138,RE1,DEMCOQDSL,EMICH4,2038,1.0332e-05
1139,RE1,DEMCOQDSL,EMICH4,2039,1.0332e-05
1140,RE1,DEMCOQDSL,EMICH4,2040,1.0332e-05
1141,RE1,DEMCOQDSL,EMICH4,2041,1.0332e-05
1142,RE1,DEMCOQDSL,EMICH4,2042,1.0332e-05
1143,RE1,DEMCOQDSL,EMICH4,2043,1.0332e-05
1144,RE1,DEMCOQDSL,EMICH4,2044,1.0332e-05
1145,RE1,DEMCOQDSL,EMICH4,2045,1.0332e-05
1146,RE1,DEMCOQDSL,EMICH4,2046,1.0332e-05
1147,RE1,DEMCOQDSL,EMICH4,2047,1.0332e-05
1148,RE1,DEMCOQDSL,EMICH4,2048,1.0332e-05
1149,RE1,DEMCOQDSL,EMICH4,2049,1.0332e-05
1150,RE1,DEMCOQDSL,EMICH4,2050,1.0332e-05
1151,RE1,DEMCOQDSL,EMICH4,2051,1.0332e-05
