,COLOR,TIME,VALUE
132,DSL,2022,0.1067325500623481
133,DSL,2023,0.132126210585427
134,DSL,2024,0.12318640684195487
135,DSL,2025,0.12318640684195487
136,DSL,2026,0.12318640684195487
137,DSL,2027,0.12318640684195487
138,DSL,2028,0.12318640684195487
139,DSL,2029,0.12318640684195487
140,DSL,2030,0.12318640684195487
141,DSL,2031,0.1513774358425242
142,DSL,2032,0.15243014276279548
143,DSL,2033,0.1503163064630739
144,DSL,2034,0.14873946877847913
145,DSL,2035,0.14681164972359645
146,DSL,2036,0.14306243553336406
147,DSL,2037,0.14306243553336406
148,DSL,2038,0.14306243553336406
149,DSL,2039,0.14306243553336406
150,DSL,2040,0.14306243553336406
151,DSL,2041,0.091090715818358
152,DSL,2042,0.091090715818358
153,DSL,2043,0.0
154,DSL,2044,0.0
155,DSL,2045,0.0
156,DSL,2046,0.0
157,DSL,2047,0.0
158,DSL,2048,0.0
159,DSL,2049,0.0
160,DSL,2050,0.0
161,DSL,2051,0.0
162,DSL,2052,0.0
163,DSL,2053,0.0
164,DSL,2054,0.0
165,ELC,2022,0.17509704839998239
166,ELC,2023,0.293573905199962
167,ELC,2024,0.2393236931498254
168,ELC,2025,0.2393236931498254
169,ELC,2026,0.2393236931498254
170,ELC,2027,0.2393236931498254
171,ELC,2028,0.2393236931498254
172,ELC,2029,0.2393236931498254
173,ELC,2030,0.2393236931498254
174,ELC,2031,0.2940925702286521
175,ELC,2032,0.29613774480937427
176,ELC,2033,0.2920310326896475
177,ELC,2034,0.2889675890204191
178,ELC,2035,0.28522226688815666
179,ELC,2036,0.27793838054534614
180,ELC,2037,0.27793838054534614
181,ELC,2038,0.27793838054534614
182,ELC,2039,0.27793838054534614
183,ELC,2040,0.27793838054534614
184,ELC,2041,0.176968929285164
185,ELC,2042,0.176968929285164
186,ELC,2043,0.0
187,ELC,2044,0.0
188,ELC,2045,0.0
189,ELC,2046,0.0
190,ELC,2047,0.0
191,ELC,2048,0.0
192,ELC,2049,0.0
193,ELC,2050,0.0
194,ELC,2051,0.0
195,ELC,2052,0.0
196,ELC,2053,0.0
197,ELC,2054,0.0
231,GSL,2022,0.006144114643797407
232,GSL,2023,0.00618097933166018
233,GSL,2024,0.006400622760465607
234,GSL,2025,0.006400622760465607
235,GSL,2026,0.006400622760465607
236,GSL,2027,0.006400622760465607
237,GSL,2028,0.006400622760465607
238,GSL,2029,0.006400622760465607
239,GSL,2030,0.006400622760465607
240,GSL,2031,0.007865395915944238
241,GSL,2032,0.007920093346015653
242,GSL,2033,0.007810260864666862
243,GSL,2034,0.007728330208255039
244,GSL,2035,0.007628162967103426
245,GSL,2036,0.007433358148170399
246,GSL,2037,0.007433358148170399
247,GSL,2038,0.007433358148170399
248,GSL,2039,0.007433358148170399
249,GSL,2040,0.007433358148170399
250,GSL,2041,0.004732967897034233
251,GSL,2042,0.004732967897034233
252,GSL,2043,0.0
253,GSL,2044,0.0
254,GSL,2045,0.0
255,GSL,2046,0.0
256,GSL,2047,0.0
257,GSL,2048,0.0
258,GSL,2049,0.0
259,GSL,2050,0.0
260,GSL,2051,0.0
261,GSL,2052,0.0
262,GSL,2053,0.0
263,GSL,2054,0.0
297,LPG,2022,0.6527809293397988
298,LPG,2023,0.6566976149158404
299,LPG,2024,0.6800336120271259
300,LPG,2025,0.6800336120271259
301,LPG,2026,0.6800336120271259
302,LPG,2027,0.6800336120271259
303,LPG,2028,0.6800336120271259
304,LPG,2029,0.6800336120271259
305,LPG,2030,0.6800336120271259
306,LPG,2031,0.835658309341428
307,LPG,2032,0.8414696330722706
308,LPG,2033,0.8298004905833785
309,LPG,2034,0.8210957750735659
310,LPG,2035,0.8104535151941276
311,LPG,2036,0.7897564940421299
312,LPG,2037,0.7897564940421299
313,LPG,2038,0.7897564940421299
314,LPG,2039,0.7897564940421299
315,LPG,2040,0.7897564940421299
316,LPG,2041,0.5028537651849421
317,LPG,2042,0.5028537651849421
318,LPG,2043,0.0
319,LPG,2044,0.0
320,LPG,2045,0.0
321,LPG,2046,0.0
322,LPG,2047,0.0
323,LPG,2048,0.0
324,LPG,2049,0.0
325,LPG,2050,0.0
326,LPG,2051,0.0
327,LPG,2052,0.0
328,LPG,2053,0.0
329,LPG,2054,0.0
330,NGS,2022,41.484944944118325
331,NGS,2023,44.98004435437206
332,NGS,2024,44.79031309279635
333,NGS,2025,44.79031309279635
334,NGS,2026,44.79031309279635
335,NGS,2027,44.79031309279635
336,NGS,2028,44.79031309279635
337,NGS,2029,44.79031309279635
338,NGS,2030,44.79031309279635
339,NGS,2031,55.040510721853096
340,NGS,2032,55.42327269829738
341,NGS,2033,54.6546863573312
342,NGS,2034,54.081351560090795
343,NGS,2035,53.38040069003889
344,NGS,2036,52.01719445862508
345,NGS,2037,52.01719445862508
346,NGS,2038,52.01719445862508
347,NGS,2039,52.01719445862508
348,NGS,2040,52.01719445862508
349,NGS,2041,33.12038873400127
350,NGS,2042,33.12038873400127
351,NGS,2043,0.0
352,NGS,2044,0.0
353,NGS,2045,0.0
354,NGS,2046,0.0
355,NGS,2047,0.0
356,NGS,2048,0.0
357,NGS,2049,0.0
358,NGS,2050,0.0
359,NGS,2051,0.0
360,NGS,2052,0.0
361,NGS,2053,0.0
362,NGS,2054,0.0
990,UPSREF_BAR_OIL,2022,477.9356175899379
991,UPSREF_BAR_OIL,2023,470.12166650952304
992,UPSREF_BAR_OIL,2024,488.8000856590468
993,UPSREF_BAR_OIL,2025,488.8000856590468
994,UPSREF_BAR_OIL,2026,488.8000856590468
995,UPSREF_BAR_OIL,2027,488.8000856590468
996,UPSREF_BAR_OIL,2028,488.8000856590468
997,UPSREF_BAR_OIL,2029,488.8000856590468
998,UPSREF_BAR_OIL,2030,488.8000856590468
999,UPSREF_BAR_OIL,2031,488.800085659046
1000,UPSREF_BAR_OIL,2032,488.800085659046
1001,UPSREF_BAR_OIL,2033,488.800085659046
