,REGION,TIMESLICE,TECHNOLOGY,FUEL,YEAR,VALUE,TIME,COLOR,GRUPO
489373,RE1,S101,DEMRESELCREF_HIG_URB,CONSELC,2038,0.0,2038,DEMRESELCREF_HIG_URB,ELC
489374,RE1,S101,DEMRESELCREF_HIG_URB,CONSELC,2039,0.0,2039,DEMRESELCREF_HIG_URB,ELC
489375,RE1,S101,DEMRESELCREF_HIG_URB,CONSELC,2040,0.0,2040,DEMRESELCREF_HIG_URB,ELC
489376,RE1,S101,DEMRESELCREF_HIG_URB,CONSELC,2041,0.0,2041,DEMRESELCREF_HIG_URB,ELC
489377,RE1,S101,DEMRESELCREF_HIG_URB,CONSELC,2042,0.0,2042,DEMRESELCREF_HIG_URB,ELC
489378,RE1,S101,DEMRESELCREF_HIG_URB,CONSELC,2043,0.0,2043,DEMRESELCREF_HIG_URB,ELC
489379,RE1,S101,DEMRESELCREF_HIG_URB,CONSELC,2044,0.0,2044,DEMRESELCREF_HIG_URB,ELC
489380,RE1,S101,DEMRESELCREF_HIG_URB,CONSELC,2045,0.0,2045,DEMRESELCREF_HIG_URB,ELC
489381,RE1,S101,DEMRESELCREF_HIG_URB,CONSELC,2046,0.0,2046,DEMRESELCREF_HIG_URB,ELC
489382,RE1,S101,DEMRESELCREF_HIG_URB,CONSELC,2047,0.0,2047,DEMRESELCREF_HIG_URB,ELC
489383,RE1,S101,DEMRESELCREF_HIG_URB,CONSELC,2048,0.0,2048,DEMRESELCREF_HIG_URB,ELC
489384,RE1,S101,DEMRESELCREF_HIG_URB,CONSELC,2049,0.0,2049,DEMRESELCREF_HIG_URB,ELC
489385,RE1,S101,DEMRESELCREF_HIG_URB,CONSELC,2050,0.0,2050,DEMRESELCREF_HIG_URB,ELC
489386,RE1,S101,DEMRESELCREF_HIG_URB,CONSELC,2051,0.0,2051,DEMRESELCREF_HIG_URB,ELC
489387,RE1,S101,DEMRESELCREF_HIG_URB,CONSELC,2052,0.0,2052,DEMRESELCREF_HIG_URB,ELC
489388,RE1,S101,DEMRESELCREF_HIG_URB,CONSELC,2053,0.0,2053,DEMRESELCREF_HIG_URB,ELC
489389,RE1,S101,DEMRESELCREF_HIG_URB,CONSELC,2054,0.0,2054,DEMRESELCREF_HIG_URB,ELC
489390,RE1,S101,DEMRESELCREF_HIG_URB,CONSNGS,2022,0.0,2022,DEMRESELCREF_HIG_URB,ELC
489391,RE1,S101,DEMRESELCREF_HIG_URB,CONSNGS,2023,0.0,2023,DEMRESELCREF_HIG_URB,ELC
489392,RE1,S101,DEMRESELCREF_HIG_URB,CONSNGS,2024,0.0,2024,DEMRESELCREF_HIG_URB,ELC
489393,RE1,S101,DEMRESELCREF_HIG_URB,CONSNGS,2025,0.0,2025,DEMRESELCREF_HIG_URB,ELC
489394,RE1,S101,DEMRESELCREF_HIG_URB,CONSNGS,2026,0.0,2026,DEMRESELCREF_HIG_URB,ELC
489395,RE1,S101,DEMRESELCREF_HIG_URB,CONSNGS,2027,0.0,2027,DEMRESELCREF_HIG_URB,ELC
489396,RE1,S101,DEMRESELCREF_HIG_URB,CONSNGS,2028,0.0,2028,DEMRESELCREF_HIG_URB,ELC
489397,RE1,S101,DEMRESELCREF_HIG_URB,CONSNGS,2029,0.0,2029,DEMRESELCREF_HIG_URB,ELC
489398,RE1,S101,DEMRESELCREF_HIG_URB,CONSNGS,2030,0.0,2030,DEMRESELCREF_HIG_URB,ELC
489399,RE1,S101,DEMRESELCREF_HIG_URB,CONSNGS,2031,0.0,2031,DEMRESELCREF_HIG_URB,ELC
489400,RE1,S101,DEMRESELCREF_HIG_URB,CONSNGS,2032,0.0,2032,DEMRESELCREF_HIG_URB,ELC
489401,RE1,S101,DEMRESELCREF_HIG_URB,CONSNGS,2033,0.0,2033,DEMRESELCREF_HIG_URB,ELC
489402,RE1,S101,DEMRESELCREF_HIG_URB,CONSNGS,2034,0.0,2034,DEMRESELCREF_HIG_URB,ELC
489403,RE1,S101,DEMRESELCREF_HIG_URB,CONSNGS,2035,0.0,2035,DEMRESELCREF_HIG_URB,ELC
489404,RE1,S101,DEMRESELCREF_HIG_URB,CONSNGS,2036,0.0,2036,DEMRESELCREF_HIG_URB,ELC
489405,RE1,S101,DEMRESELCREF_HIG_URB,CONSNGS,2037,0.0,2037,DEMRESELCREF_HIG_URB,ELC
