,COLOR,TIME,VALUE
0,ELC,2022,4.03667968258175
1,ELC,2023,4.5244689279985515
2,ELC,2024,5.021794697638198
3,ELC,2025,5.540600966015418
4,ELC,2026,6.119007225488303
5,ELC,2027,6.76285203350942
6,ELC,2028,7.475703585192546
7,ELC,2029,8.207891234365253
8,ELC,2030,8.877931047829689
9,ELC,2031,9.424418594473865
10,ELC,2032,9.873886723848832
11,ELC,2033,10.288053533776075
12,ELC,2034,10.704512599734738
13,ELC,2035,11.003239265378921
14,ELC,2036,11.450600404492373
15,ELC,2037,11.952112790248224
16,ELC,2038,12.402700260455832
17,ELC,2039,12.850916800867635
18,ELC,2040,13.25760704326774
19,ELC,2041,13.617770265511567
20,ELC,2042,13.912912238032982
21,ELC,2043,14.132557126954781
22,ELC,2044,14.289069373947672
23,ELC,2045,14.3239778346422
24,ELC,2046,14.297650163846473
25,ELC,2047,14.198703001296765
26,ELC,2048,14.038157079498998
27,ELC,2049,14.864827788273491
28,ELC,2050,15.123268520678076
29,ELC,2051,14.93220604328797
30,ELC,2052,14.737875650867899
31,ELC,2053,14.556371157247622
32,ELC,2054,14.257204916140688
