,REGION,TIMESLICE,TECHNOLOGY,FUEL,YEAR,VALUE,TIME,COLOR,GRUPO
507340,RE1,S101,DEMRESELCTV_CRT_RUR,CONSDSL,2053,0.0,2053,DEMRESELCTV_CRT_RUR,ELC
507341,RE1,S101,DEMRESELCTV_CRT_RUR,CONSDSL,2054,0.0,2054,DEMRESELCTV_CRT_RUR,ELC
507342,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2022,0.0,2022,DEMRESELCTV_CRT_RUR,ELC
507343,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2023,0.0,2023,DEMRESELCTV_CRT_RUR,ELC
507344,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2024,0.0,2024,DEMRESELCTV_CRT_RUR,ELC
507345,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2025,0.0,2025,DEMRESELCTV_CRT_RUR,ELC
507346,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2026,0.0,2026,DEMRESELCTV_CRT_RUR,ELC
507347,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2027,0.0,2027,DEMRESELCTV_CRT_RUR,ELC
507348,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2028,0.0,2028,DEMRESELCTV_CRT_RUR,ELC
507349,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2029,0.0,2029,DEMRESELCTV_CRT_RUR,ELC
507350,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2030,0.0,2030,DEMRESELCTV_CRT_RUR,ELC
507351,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2031,0.0,2031,DEMRESELCTV_CRT_RUR,ELC
507352,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2032,0.0,2032,DEMRESELCTV_CRT_RUR,ELC
507353,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2033,0.0,2033,DEMRESELCTV_CRT_RUR,ELC
507354,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2034,0.0,2034,DEMRESELCTV_CRT_RUR,ELC
507355,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2035,0.0,2035,DEMRESELCTV_CRT_RUR,ELC
507356,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2036,0.0,2036,DEMRESELCTV_CRT_RUR,ELC
507357,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2037,0.0,2037,DEMRESELCTV_CRT_RUR,ELC
507358,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2038,0.0,2038,DEMRESELCTV_CRT_RUR,ELC
507359,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2039,0.0,2039,DEMRESELCTV_CRT_RUR,ELC
507360,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2040,0.0,2040,DEMRESELCTV_CRT_RUR,ELC
507361,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2041,0.0,2041,DEMRESELCTV_CRT_RUR,ELC
507362,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2042,0.0,2042,DEMRESELCTV_CRT_RUR,ELC
507363,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2043,0.0,2043,DEMRESELCTV_CRT_RUR,ELC
507364,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2044,0.0,2044,DEMRESELCTV_CRT_RUR,ELC
507365,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2045,0.0,2045,DEMRESELCTV_CRT_RUR,ELC
507366,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2046,0.0,2046,DEMRESELCTV_CRT_RUR,ELC
507367,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2047,0.0,2047,DEMRESELCTV_CRT_RUR,ELC
507368,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2048,0.0,2048,DEMRESELCTV_CRT_RUR,ELC
507369,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2049,0.0,2049,DEMRESELCTV_CRT_RUR,ELC
507370,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2050,0.0,2050,DEMRESELCTV_CRT_RUR,ELC
507371,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2051,0.0,2051,DEMRESELCTV_CRT_RUR,ELC
507372,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2052,0.0,2052,DEMRESELCTV_CRT_RUR,ELC
507373,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2053,0.0,2053,DEMRESELCTV_CRT_RUR,ELC
507374,RE1,S101,DEMRESELCTV_CRT_RUR,CONSELC,2054,0.0,2054,DEMRESELCTV_CRT_RUR,ELC
507375,RE1,S101,DEMRESELCTV_CRT_RUR,CONSNGS,2022,0.0,2022,DEMRESELCTV_CRT_RUR,ELC
507376,RE1,S101,DEMRESELCTV_CRT_RUR,CONSNGS,2023,0.0,2023,DEMRESELCTV_CRT_RUR,ELC
507377,RE1,S101,DEMRESELCTV_CRT_RUR,CONSNGS,2024,0.0,2024,DEMRESELCTV_CRT_RUR,ELC
507378,RE1,S101,DEMRESELCTV_CRT_RUR,CONSNGS,2025,0.0,2025,DEMRESELCTV_CRT_RUR,ELC
507379,RE1,S101,DEMRESELCTV_CRT_RUR,CONSNGS,2026,0.0,2026,DEMRESELCTV_CRT_RUR,ELC
507380,RE1,S101,DEMRESELCTV_CRT_RUR,CONSNGS,2027,0.0,2027,DEMRESELCTV_CRT_RUR,ELC
507381,RE1,S101,DEMRESELCTV_CRT_RUR,CONSNGS,2028,0.0,2028,DEMRESELCTV_CRT_RUR,ELC
507382,RE1,S101,DEMRESELCTV_CRT_RUR,CONSNGS,2029,0.0,2029,DEMRESELCTV_CRT_RUR,ELC
507383,RE1,S101,DEMRESELCTV_CRT_RUR,CONSNGS,2030,0.0,2030,DEMRESELCTV_CRT_RUR,ELC
507384,RE1,S101,DEMRESELCTV_CRT_RUR,CONSNGS,2031,0.0,2031,DEMRESELCTV_CRT_RUR,ELC
