REGION,TECHNOLOGY,VALUE
RE1,PWRAFR,9999999.0
RE1,PWRBGS,9999999.0
RE1,PWRCOA,9999999.0
RE1,PWRCOACCS,9999999.0
RE1,PWRCSP,9999999.0
RE1,PWRDSL,9999999.0
RE1,PWRFOIL,9999999.0
RE1,PWRGEO,9999999.0
RE1,PWRHYDDAM,9999999.0
RE1,PWRHYDROR,9999999.0
RE1,PWRHYDROR_NDC,9999999.0
RE1,PWRJET,9999999.0
RE1,PWRLPG,9999999.0
RE1,PWRNGS_CC,9999999.0
RE1,PWRNGS_CS,9999999.0
RE1,PWRNGSCCS,9999999.0
RE1,PWRNUC,9999999.0
RE1,PWRSOLRTP,9999999.0
RE1,PWRSOLRTP_ZNI,9999999.0
RE1,PWRSOLUGE,9999999.0
RE1,PWRSOLUGE_BAT,9999999.0
RE1,PWRSOLUPE,9999999.0
RE1,PWRSTD,9999999.0
RE1,PWRWAS,9999999.0
RE1,PWRWNDOFS_FIX,9999999.0
RE1,PWRWNDOFS_FLO,9999999.0
RE1,PWRWNDONS,9999999.0
RE1,UPSALK,9999999.0
RE1,UPSBDB,9999999.0
RE1,UPSBDL,9999999.0
RE1,UPSBET,9999999.0
RE1,UPSBGB,9999999.0
RE1,UPSBGS,9999999.0
RE1,UPSBJS,9999999.0
RE1,UPSBMET,9999999.0
RE1,UPSBMETL,9999999.0
RE1,UPSEV_FC,9999999.0
RE1,UPSEVC,9999999.0
RE1,UPSHDGRST,9999999.0
RE1,UPSPEM,9999999.0
RE1,UPSREF_BAR,9999999.0
RE1,UPSREF_CAR,9999999.0
RE1,UPSREG,9999999.0
RE1,UPSSAF,9999999.0
RE1,UPSSMR,9999999.0
RE1,UPSSMRCCS,9999999.0
RE1,CTRNGS,9999999.0
RE1,DEMNGSAUT,9999999.0
