REGION,FUEL,YEAR,VALUE
RE1,LNG,2025,0.0
RE1,LNG,2026,0.0
RE1,LNG,2027,0.0
RE1,LNG,2028,0.0
RE1,LNG,2029,0.0
RE1,LNG,2030,0.0
RE1,LNG,2031,0.0
RE1,LNG,2032,0.0
RE1,LNG,2033,0.0
RE1,LNG,2034,0.0
RE1,LNG,2035,0.0
RE1,LNG,2036,0.0
RE1,LNG,2037,0.0
RE1,LNG,2038,0.0
RE1,LNG,2039,0.0
RE1,LNG,2040,0.0
RE1,LNG,2041,0.0
RE1,LNG,2042,0.0
RE1,LNG,2043,0.0
RE1,LNG,2044,0.0
RE1,LNG,2045,0.0
RE1,LNG,2046,0.0
RE1,LNG,2047,0.0
RE1,LNG,2048,0.0
RE1,LNG,2049,0.0
RE1,LNG,2050,0.0
RE1,LNG,2051,0.0
RE1,LNG,2052,0.0
RE1,LNG,2053,0.0
RE1,LNG,2054,0.0
RE1,ELC,2022,0.0
RE1,ELC,2023,0.0
RE1,ELC,2024,0.0
RE1,ELC,2025,0.0
RE1,ELC,2026,0.0
RE1,ELC,2027,0.0
RE1,ELC,2028,0.0
RE1,ELC,2029,0.0
RE1,ELC,2030,0.0
RE1,ELC,2031,0.0
RE1,ELC,2032,0.0
RE1,ELC,2033,0.0
RE1,ELC,2034,0.0
RE1,ELC,2035,0.0
RE1,ELC,2036,0.0
RE1,ELC,2037,0.0
RE1,ELC,2038,0.0
RE1,ELC,2039,0.0
RE1,ELC,2040,0.0
RE1,ELC,2041,0.0
RE1,ELC,2042,0.0
RE1,ELC,2043,0.0
RE1,ELC,2044,0.0
RE1,ELC,2045,0.0
RE1,ELC,2046,0.0
RE1,ELC,2047,0.0
RE1,ELC,2048,0.0
RE1,ELC,2049,0.0
RE1,ELC,2050,0.0
RE1,ELC,2051,0.0
RE1,ELC,2052,0.0
RE1,ELC,2053,0.0
RE1,ELC,2054,0.0
RE1,ELC002,2022,0.0
RE1,ELC002,2023,0.0
RE1,ELC002,2024,0.0
RE1,ELC002,2025,0.0
RE1,ELC002,2026,0.0
RE1,ELC002,2027,0.0
RE1,ELC002,2028,0.0
RE1,ELC002,2029,0.0
RE1,ELC002,2030,0.0
RE1,ELC002,2031,0.0
RE1,ELC002,2032,0.0
RE1,ELC002,2033,0.0
RE1,ELC002,2034,0.0
RE1,ELC002,2035,0.0
RE1,ELC002,2036,0.0
RE1,ELC002,2037,0.0
RE1,ELC002,2038,0.0
RE1,ELC002,2039,0.0
RE1,ELC002,2040,0.0
RE1,ELC002,2041,0.0
RE1,ELC002,2042,0.0
RE1,ELC002,2043,0.0
RE1,ELC002,2044,0.0
RE1,ELC002,2045,0.0
RE1,ELC002,2046,0.0
RE1,ELC002,2047,0.0
RE1,ELC002,2048,0.0
RE1,ELC002,2049,0.0
RE1,ELC002,2050,0.0
RE1,ELC002,2051,0.0
RE1,ELC002,2052,0.0
RE1,ELC002,2053,0.0
RE1,ELC002,2054,0.0
RE1,TERDHT,2022,0.0
RE1,TERDHT,2023,0.0
RE1,TERDHT,2024,0.0
RE1,TERDHT,2025,0.0
RE1,TERDHT,2026,0.0
RE1,TERDHT,2027,0.0
RE1,TERDHT,2028,0.0
RE1,TERDHT,2029,0.0
RE1,TERDHT,2030,0.0
RE1,TERDHT,2031,0.0
RE1,TERDHT,2032,0.0
RE1,TERDHT,2033,0.0
RE1,TERDHT,2034,0.0
RE1,TERDHT,2035,0.0
RE1,TERDHT,2036,0.0
RE1,TERDHT,2037,0.0
RE1,TERDHT,2038,0.0
RE1,TERDHT,2039,0.0
RE1,TERDHT,2040,0.0
RE1,TERDHT,2041,0.0
RE1,TERDHT,2042,0.0
RE1,TERDHT,2043,0.0
RE1,TERDHT,2044,0.0
RE1,TERDHT,2045,0.0
RE1,TERDHT,2046,0.0
RE1,TERDHT,2047,0.0
RE1,TERDHT,2048,0.0
RE1,TERDHT,2049,0.0
RE1,TERDHT,2050,0.0
RE1,TERDHT,2051,0.0
RE1,TERDHT,2052,0.0
RE1,TERDHT,2053,0.0
RE1,TERDHT,2054,0.0
RE1,TERIHT,2022,0.0
RE1,TERIHT,2023,0.0
RE1,TERIHT,2024,0.0
RE1,TERIHT,2025,0.0
RE1,TERIHT,2026,0.0
RE1,TERIHT,2027,0.0
RE1,TERIHT,2028,0.0
RE1,TERIHT,2029,0.0
RE1,TERIHT,2030,0.0
RE1,TERIHT,2031,0.0
RE1,TERIHT,2032,0.0
RE1,TERIHT,2033,0.0
RE1,TERIHT,2034,0.0
RE1,TERIHT,2035,0.0
RE1,TERIHT,2036,0.0
RE1,TERIHT,2037,0.0
RE1,TERIHT,2038,0.0
RE1,TERIHT,2039,0.0
RE1,TERIHT,2040,0.0
RE1,TERIHT,2041,0.0
RE1,TERIHT,2042,0.0
RE1,TERIHT,2043,0.0
RE1,TERIHT,2044,0.0
RE1,TERIHT,2045,0.0
RE1,TERIHT,2046,0.0
RE1,TERIHT,2047,0.0
RE1,TERIHT,2048,0.0
RE1,TERIHT,2049,0.0
RE1,TERIHT,2050,0.0
RE1,TERIHT,2051,0.0
RE1,TERIHT,2052,0.0
RE1,TERIHT,2053,0.0
RE1,TERIHT,2054,0.0
RE1,TERMPW,2022,0.0
RE1,TERMPW,2023,0.0
RE1,TERMPW,2024,0.0
RE1,TERMPW,2025,0.0
RE1,TERMPW,2026,0.0
RE1,TERMPW,2027,0.0
RE1,TERMPW,2028,0.0
RE1,TERMPW,2029,0.0
RE1,TERMPW,2030,0.0
RE1,TERMPW,2031,0.0
RE1,TERMPW,2032,0.0
RE1,TERMPW,2033,0.0
RE1,TERMPW,2034,0.0
RE1,TERMPW,2035,0.0
RE1,TERMPW,2036,0.0
RE1,TERMPW,2037,0.0
RE1,TERMPW,2038,0.0
RE1,TERMPW,2039,0.0
RE1,TERMPW,2040,0.0
RE1,TERMPW,2041,0.0
RE1,TERMPW,2042,0.0
RE1,TERMPW,2043,0.0
RE1,TERMPW,2044,0.0
RE1,TERMPW,2045,0.0
RE1,TERMPW,2046,0.0
RE1,TERMPW,2047,0.0
RE1,TERMPW,2048,0.0
RE1,TERMPW,2049,0.0
RE1,TERMPW,2050,0.0
RE1,TERMPW,2051,0.0
RE1,TERMPW,2052,0.0
RE1,TERMPW,2053,0.0
RE1,TERMPW,2054,0.0
RE1,TEROTH,2022,0.0
RE1,TEROTH,2023,0.0
RE1,TEROTH,2024,0.0
RE1,TEROTH,2025,0.0
RE1,TEROTH,2026,0.0
RE1,TEROTH,2027,0.0
RE1,TEROTH,2028,0.0
RE1,TEROTH,2029,0.0
RE1,TEROTH,2030,0.0
RE1,TEROTH,2031,0.0
RE1,TEROTH,2032,0.0
RE1,TEROTH,2033,0.0
RE1,TEROTH,2034,0.0
RE1,TEROTH,2035,0.0
RE1,TEROTH,2036,0.0
RE1,TEROTH,2037,0.0
RE1,TEROTH,2038,0.0
RE1,TEROTH,2039,0.0
RE1,TEROTH,2040,0.0
RE1,TEROTH,2041,0.0
RE1,TEROTH,2042,0.0
RE1,TEROTH,2043,0.0
RE1,TEROTH,2044,0.0
RE1,TEROTH,2045,0.0
RE1,TEROTH,2046,0.0
RE1,TEROTH,2047,0.0
RE1,TEROTH,2048,0.0
RE1,TEROTH,2049,0.0
RE1,TEROTH,2050,0.0
RE1,TEROTH,2051,0.0
RE1,TEROTH,2052,0.0
RE1,TEROTH,2053,0.0
RE1,TEROTH,2054,0.0
RE1,RESDHT_URB,2022,0.0
RE1,RESDHT_URB,2023,0.0
RE1,RESDHT_URB,2024,0.0
RE1,RESDHT_URB,2025,0.0
RE1,RESDHT_URB,2026,0.0
RE1,RESDHT_URB,2027,0.0
RE1,RESDHT_URB,2028,0.0
RE1,RESDHT_URB,2029,0.0
RE1,RESDHT_URB,2030,0.0
RE1,RESDHT_URB,2031,0.0
RE1,RESDHT_URB,2032,0.0
RE1,RESDHT_URB,2033,0.0
RE1,RESDHT_URB,2034,0.0
RE1,RESDHT_URB,2035,0.0
RE1,RESDHT_URB,2036,0.0
RE1,RESDHT_URB,2037,0.0
RE1,RESDHT_URB,2038,0.0
RE1,RESDHT_URB,2039,0.0
RE1,RESDHT_URB,2040,0.0
RE1,RESDHT_URB,2041,0.0
RE1,RESDHT_URB,2042,0.0
RE1,RESDHT_URB,2043,0.0
RE1,RESDHT_URB,2044,0.0
RE1,RESDHT_URB,2045,0.0
RE1,RESDHT_URB,2046,0.0
RE1,RESDHT_URB,2047,0.0
RE1,RESDHT_URB,2048,0.0
RE1,RESDHT_URB,2049,0.0
RE1,RESDHT_URB,2050,0.0
RE1,RESDHT_URB,2051,0.0
RE1,RESDHT_URB,2052,0.0
RE1,RESDHT_URB,2053,0.0
RE1,RESDHT_URB,2054,0.0
RE1,RESWHT_URB,2022,0.0
RE1,RESWHT_URB,2023,0.0
RE1,RESWHT_URB,2024,0.0
RE1,RESWHT_URB,2025,0.0
RE1,RESWHT_URB,2026,0.0
RE1,RESWHT_URB,2027,0.0
RE1,RESWHT_URB,2028,0.0
RE1,RESWHT_URB,2029,0.0
RE1,RESWHT_URB,2030,0.0
RE1,RESWHT_URB,2031,0.0
RE1,RESWHT_URB,2032,0.0
RE1,RESWHT_URB,2033,0.0
RE1,RESWHT_URB,2034,0.0
RE1,RESWHT_URB,2035,0.0
RE1,RESWHT_URB,2036,0.0
RE1,RESWHT_URB,2037,0.0
RE1,RESWHT_URB,2038,0.0
RE1,RESWHT_URB,2039,0.0
RE1,RESWHT_URB,2040,0.0
RE1,RESWHT_URB,2041,0.0
RE1,RESWHT_URB,2042,0.0
RE1,RESWHT_URB,2043,0.0
RE1,RESWHT_URB,2044,0.0
RE1,RESWHT_URB,2045,0.0
RE1,RESWHT_URB,2046,0.0
RE1,RESWHT_URB,2047,0.0
RE1,RESWHT_URB,2048,0.0
RE1,RESWHT_URB,2049,0.0
RE1,RESWHT_URB,2050,0.0
RE1,RESWHT_URB,2051,0.0
RE1,RESWHT_URB,2052,0.0
RE1,RESWHT_URB,2053,0.0
RE1,RESWHT_URB,2054,0.0
RE1,RESWSH_URB,2022,0.0
RE1,RESWSH_URB,2023,0.0
RE1,RESWSH_URB,2024,0.0
RE1,RESWSH_URB,2025,0.0
RE1,RESWSH_URB,2026,0.0
RE1,RESWSH_URB,2027,0.0
RE1,RESWSH_URB,2028,0.0
RE1,RESWSH_URB,2029,0.0
RE1,RESWSH_URB,2030,0.0
RE1,RESWSH_URB,2031,0.0
RE1,RESWSH_URB,2032,0.0
RE1,RESWSH_URB,2033,0.0
RE1,RESWSH_URB,2034,0.0
RE1,RESWSH_URB,2035,0.0
RE1,RESWSH_URB,2036,0.0
RE1,RESWSH_URB,2037,0.0
RE1,RESWSH_URB,2038,0.0
RE1,RESWSH_URB,2039,0.0
RE1,RESWSH_URB,2040,0.0
RE1,RESWSH_URB,2041,0.0
RE1,RESWSH_URB,2042,0.0
RE1,RESWSH_URB,2043,0.0
RE1,RESWSH_URB,2044,0.0
RE1,RESWSH_URB,2045,0.0
RE1,RESWSH_URB,2046,0.0
RE1,RESWSH_URB,2047,0.0
RE1,RESWSH_URB,2048,0.0
RE1,RESWSH_URB,2049,0.0
RE1,RESWSH_URB,2050,0.0
RE1,RESWSH_URB,2051,0.0
RE1,RESWSH_URB,2052,0.0
RE1,RESWSH_URB,2053,0.0
RE1,RESWSH_URB,2054,0.0
RE1,RESILU_URB,2022,0.0
RE1,RESILU_URB,2023,0.0
RE1,RESILU_URB,2024,0.0
RE1,RESILU_URB,2025,0.0
RE1,RESILU_URB,2026,0.0
RE1,RESILU_URB,2027,0.0
RE1,RESILU_URB,2028,0.0
RE1,RESILU_URB,2029,0.0
RE1,RESILU_URB,2030,0.0
RE1,RESILU_URB,2031,0.0
RE1,RESILU_URB,2032,0.0
RE1,RESILU_URB,2033,0.0
RE1,RESILU_URB,2034,0.0
RE1,RESILU_URB,2035,0.0
RE1,RESILU_URB,2036,0.0
RE1,RESILU_URB,2037,0.0
RE1,RESILU_URB,2038,0.0
RE1,RESILU_URB,2039,0.0
RE1,RESILU_URB,2040,0.0
RE1,RESILU_URB,2041,0.0
RE1,RESILU_URB,2042,0.0
RE1,RESILU_URB,2043,0.0
RE1,RESILU_URB,2044,0.0
RE1,RESILU_URB,2045,0.0
RE1,RESILU_URB,2046,0.0
RE1,RESILU_URB,2047,0.0
RE1,RESILU_URB,2048,0.0
RE1,RESILU_URB,2049,0.0
RE1,RESILU_URB,2050,0.0
RE1,RESILU_URB,2051,0.0
RE1,RESILU_URB,2052,0.0
RE1,RESILU_URB,2053,0.0
RE1,RESILU_URB,2054,0.0
RE1,RESOTH_URB,2022,0.0
RE1,RESOTH_URB,2023,0.0
RE1,RESOTH_URB,2024,0.0
RE1,RESOTH_URB,2025,0.0
RE1,RESOTH_URB,2026,0.0
RE1,RESOTH_URB,2027,0.0
RE1,RESOTH_URB,2028,0.0
RE1,RESOTH_URB,2029,0.0
RE1,RESOTH_URB,2030,0.0
RE1,RESOTH_URB,2031,0.0
RE1,RESOTH_URB,2032,0.0
RE1,RESOTH_URB,2033,0.0
RE1,RESOTH_URB,2034,0.0
RE1,RESOTH_URB,2035,0.0
RE1,RESOTH_URB,2036,0.0
RE1,RESOTH_URB,2037,0.0
RE1,RESOTH_URB,2038,0.0
RE1,RESOTH_URB,2039,0.0
RE1,RESOTH_URB,2040,0.0
RE1,RESOTH_URB,2041,0.0
RE1,RESOTH_URB,2042,0.0
RE1,RESOTH_URB,2043,0.0
RE1,RESOTH_URB,2044,0.0
RE1,RESOTH_URB,2045,0.0
RE1,RESOTH_URB,2046,0.0
RE1,RESOTH_URB,2047,0.0
RE1,RESOTH_URB,2048,0.0
RE1,RESOTH_URB,2049,0.0
RE1,RESOTH_URB,2050,0.0
RE1,RESOTH_URB,2051,0.0
RE1,RESOTH_URB,2052,0.0
RE1,RESOTH_URB,2053,0.0
RE1,RESOTH_URB,2054,0.0
RE1,NSEELC,2022,0.0
RE1,NSEELC,2023,0.0
RE1,NSEELC,2024,0.0
RE1,NSEELC,2025,0.0
RE1,NSEELC,2026,0.0
RE1,NSEELC,2027,0.0
RE1,NSEELC,2028,0.0
RE1,NSEELC,2029,0.0
RE1,NSEELC,2030,0.0
RE1,NSEELC,2031,0.0
RE1,NSEELC,2032,0.0
RE1,NSEELC,2033,0.0
RE1,NSEELC,2034,0.0
RE1,NSEELC,2035,0.0
RE1,NSEELC,2036,0.0
RE1,NSEELC,2037,0.0
RE1,NSEELC,2038,0.0
RE1,NSEELC,2039,0.0
RE1,NSEELC,2040,0.0
RE1,NSEELC,2041,0.0
RE1,NSEELC,2042,0.0
RE1,NSEELC,2043,0.0
RE1,NSEELC,2044,0.0
RE1,NSEELC,2045,0.0
RE1,NSEELC,2046,0.0
RE1,NSEELC,2047,0.0
RE1,NSEELC,2048,0.0
RE1,NSEELC,2049,0.0
RE1,NSEELC,2050,0.0
RE1,NSEELC,2051,0.0
RE1,NSEELC,2052,0.0
RE1,NSEELC,2053,0.0
RE1,NSEELC,2054,0.0
RE1,AGFHEA,2022,0.0
RE1,AGFHEA,2023,0.0
RE1,AGFHEA,2024,0.0
RE1,AGFHEA,2025,0.0
RE1,AGFHEA,2026,0.0
RE1,AGFHEA,2027,0.0
RE1,AGFHEA,2028,0.0
RE1,AGFHEA,2029,0.0
RE1,AGFHEA,2030,0.0
RE1,AGFHEA,2031,0.0
RE1,AGFHEA,2032,0.0
RE1,AGFHEA,2033,0.0
RE1,AGFHEA,2034,0.0
RE1,AGFHEA,2035,0.0
RE1,AGFHEA,2036,0.0
RE1,AGFHEA,2037,0.0
RE1,AGFHEA,2038,0.0
RE1,AGFHEA,2039,0.0
RE1,AGFHEA,2040,0.0
RE1,AGFHEA,2041,0.0
RE1,AGFHEA,2042,0.0
RE1,AGFHEA,2043,0.0
RE1,AGFHEA,2044,0.0
RE1,AGFHEA,2045,0.0
RE1,AGFHEA,2046,0.0
RE1,AGFHEA,2047,0.0
RE1,AGFHEA,2048,0.0
RE1,AGFHEA,2049,0.0
RE1,AGFHEA,2050,0.0
RE1,AGFHEA,2051,0.0
RE1,AGFHEA,2052,0.0
RE1,AGFHEA,2053,0.0
RE1,AGFHEA,2054,0.0
RE1,TRABUS,2022,0.0
RE1,TRABUS,2023,0.0
RE1,TRABUS,2024,0.0
RE1,TRABUS,2025,0.0
RE1,TRABUS,2026,0.0
RE1,TRABUS,2027,0.0
RE1,TRABUS,2028,0.0
RE1,TRABUS,2029,0.0
RE1,TRABUS,2030,0.0
RE1,TRABUS,2031,0.0
RE1,TRABUS,2032,0.0
RE1,TRABUS,2033,0.0
RE1,TRABUS,2034,0.0
RE1,TRABUS,2035,0.0
RE1,TRABUS,2036,0.0
RE1,TRABUS,2037,0.0
RE1,TRABUS,2038,0.0
RE1,TRABUS,2039,0.0
RE1,TRABUS,2040,0.0
RE1,TRABUS,2041,0.0
RE1,TRABUS,2042,0.0
RE1,TRABUS,2043,0.0
RE1,TRABUS,2044,0.0
RE1,TRABUS,2045,0.0
RE1,TRABUS,2046,0.0
