REGION,TECHNOLOGY,YEAR,VALUE
RE1,DEMINDBAGFUR_HIG,2045,2.043
RE1,DEMINDBAGFUR_HIG,2046,2.182
RE1,DEMINDBAGFUR_HIG,2047,2.314
RE1,DEMINDBAGFUR_HIG,2048,2.434
RE1,DEMINDBAGFUR_HIG,2049,2.539
RE1,DEMINDBAGFUR_HIG,2050,2.626
RE1,DEMINDBAGFUR_HIG,2051,2.697
RE1,DEMINDBAGFUR_HIG,2052,2.753
RE1,DEMINDBAGFUR_HIG,2053,2.796
RE1,DEMINDBAGFUR_HIG,2054,2.829
RE1,DEMINDBAGFUR_LOW,2022,0.0
RE1,DEMINDBAGFUR_LOW,2023,0.0
RE1,DEMINDBAGFUR_LOW,2024,0.0
RE1,DEMINDBAGFUR_LOW,2025,0.29
RE1,DEMINDBAGFUR_LOW,2026,0.29
RE1,DEMINDBAGFUR_LOW,2027,0.29
RE1,DEMINDBAGFUR_LOW,2028,0.289
RE1,DEMINDBAGFUR_LOW,2029,0.289
RE1,DEMINDBAGFUR_LOW,2030,0.288
RE1,DEMINDBAGFUR_LOW,2031,0.287
RE1,DEMINDBAGFUR_LOW,2032,0.286
RE1,DEMINDBAGFUR_LOW,2033,0.284
RE1,DEMINDBAGFUR_LOW,2034,0.282
RE1,DEMINDBAGFUR_LOW,2035,0.279
RE1,DEMINDBAGFUR_LOW,2036,0.275
RE1,DEMINDBAGFUR_LOW,2037,0.269
RE1,DEMINDBAGFUR_LOW,2038,0.262
RE1,DEMINDBAGFUR_LOW,2039,0.253
RE1,DEMINDBAGFUR_LOW,2040,0.241
RE1,DEMINDBAGFUR_LOW,2041,0.226
RE1,DEMINDBAGFUR_LOW,2042,0.209
RE1,DEMINDBAGFUR_LOW,2043,0.189
RE1,DEMINDBAGFUR_LOW,2044,0.167
RE1,DEMINDBAGFUR_LOW,2045,0.144
RE1,DEMINDBAGFUR_LOW,2046,0.121
RE1,DEMINDBAGFUR_LOW,2047,0.099
RE1,DEMINDBAGFUR_LOW,2048,0.079
RE1,DEMINDBAGFUR_LOW,2049,0.061
RE1,DEMINDBAGFUR_LOW,2050,0.047
RE1,DEMINDBAGFUR_LOW,2051,0.035
RE1,DEMINDBAGFUR_LOW,2052,0.026
RE1,DEMINDBAGFUR_LOW,2053,0.018
RE1,DEMINDBAGFUR_LOW,2054,0.013
RE1,DEMINDBAGFUR_MID,2022,0.0
RE1,DEMINDBAGFUR_MID,2023,0.0
RE1,DEMINDBAGFUR_MID,2024,0.0
RE1,DEMINDBAGFUR_MID,2025,1.451
RE1,DEMINDBAGFUR_MID,2026,1.45
RE1,DEMINDBAGFUR_MID,2027,1.449
RE1,DEMINDBAGFUR_MID,2028,1.447
RE1,DEMINDBAGFUR_MID,2029,1.444
RE1,DEMINDBAGFUR_MID,2030,1.441
RE1,DEMINDBAGFUR_MID,2031,1.436
RE1,DEMINDBAGFUR_MID,2032,1.43
RE1,DEMINDBAGFUR_MID,2033,1.422
RE1,DEMINDBAGFUR_MID,2034,1.41
RE1,DEMINDBAGFUR_MID,2035,1.395
RE1,DEMINDBAGFUR_MID,2036,1.374
RE1,DEMINDBAGFUR_MID,2037,1.346
RE1,DEMINDBAGFUR_MID,2038,1.31
RE1,DEMINDBAGFUR_MID,2039,1.264
RE1,DEMINDBAGFUR_MID,2040,1.205
RE1,DEMINDBAGFUR_MID,2041,1.132
RE1,DEMINDBAGFUR_MID,2042,1.045
RE1,DEMINDBAGFUR_MID,2043,0.945
RE1,DEMINDBAGFUR_MID,2044,0.835
RE1,DEMINDBAGFUR_MID,2045,0.719
RE1,DEMINDBAGFUR_MID,2046,0.604
RE1,DEMINDBAGFUR_MID,2047,0.494
RE1,DEMINDBAGFUR_MID,2048,0.394
RE1,DEMINDBAGFUR_MID,2049,0.307
RE1,DEMINDBAGFUR_MID,2050,0.234
RE1,DEMINDBAGFUR_MID,2051,0.175
RE1,DEMINDBAGFUR_MID,2052,0.128
RE1,DEMINDBAGFUR_MID,2053,0.092
RE1,DEMINDBAGFUR_MID,2054,0.065
RE1,DEMINDBAGFURCCS,2022,0.0
RE1,DEMINDBAGFURCCS,2023,0.0
RE1,DEMINDBAGFURCCS,2024,0.0
RE1,DEMINDBAGFURCCS,2025,1.451
RE1,DEMINDBAGFURCCS,2026,1.45
RE1,DEMINDBAGFURCCS,2027,1.449
RE1,DEMINDBAGFURCCS,2028,1.447
RE1,DEMINDBAGFURCCS,2029,1.444
RE1,DEMINDBAGFURCCS,2030,1.441
RE1,DEMINDBAGFURCCS,2031,1.436
RE1,DEMINDBAGFURCCS,2032,1.43
RE1,DEMINDBAGFURCCS,2033,1.422
RE1,DEMINDBAGFURCCS,2034,1.41
RE1,DEMINDBAGFURCCS,2035,1.395
RE1,DEMINDBAGFURCCS,2036,1.374
RE1,DEMINDBAGFURCCS,2037,1.346
RE1,DEMINDBAGFURCCS,2038,1.31
RE1,DEMINDBAGFURCCS,2039,1.264
RE1,DEMINDBAGFURCCS,2040,1.205
RE1,DEMINDBAGFURCCS,2041,1.132
RE1,DEMINDBAGFURCCS,2042,1.045
RE1,DEMINDBAGFURCCS,2043,0.945
RE1,DEMINDBAGFURCCS,2044,0.835
RE1,DEMINDBAGFURCCS,2045,0.719
RE1,DEMINDBAGFURCCS,2046,0.604
RE1,DEMINDBAGFURCCS,2047,0.494
RE1,DEMINDBAGFURCCS,2048,0.394
RE1,DEMINDBAGFURCCS,2049,0.307
RE1,DEMINDBAGFURCCS,2050,0.234
RE1,DEMINDBAGFURCCS,2051,0.175
RE1,DEMINDBAGFURCCS,2052,0.128
RE1,DEMINDBAGFURCCS,2053,0.092
RE1,DEMINDBAGFURCCS,2054,0.065
RE1,DEMINDBGSBOI_HIG,2022,0.0
RE1,DEMINDBGSBOI_HIG,2023,0.0
RE1,DEMINDBGSBOI_HIG,2024,0.0
RE1,DEMINDBGSBOI_HIG,2025,0.764
RE1,DEMINDBGSBOI_HIG,2026,0.765
RE1,DEMINDBGSBOI_HIG,2027,0.767
RE1,DEMINDBGSBOI_HIG,2028,0.769
RE1,DEMINDBGSBOI_HIG,2029,0.772
RE1,DEMINDBGSBOI_HIG,2030,0.776
RE1,DEMINDBGSBOI_HIG,2031,0.781
RE1,DEMINDBGSBOI_HIG,2032,0.789
RE1,DEMINDBGSBOI_HIG,2033,0.799
RE1,DEMINDBGSBOI_HIG,2034,0.813
RE1,DEMINDBGSBOI_HIG,2035,0.832
RE1,DEMINDBGSBOI_HIG,2036,0.857
RE1,DEMINDBGSBOI_HIG,2037,0.89
RE1,DEMINDBGSBOI_HIG,2038,0.934
RE1,DEMINDBGSBOI_HIG,2039,0.99
RE1,DEMINDBGSBOI_HIG,2040,1.062
RE1,DEMINDBGSBOI_HIG,2041,1.15
RE1,DEMINDBGSBOI_HIG,2042,1.255
RE1,DEMINDBGSBOI_HIG,2043,1.375
RE1,DEMINDBGSBOI_HIG,2044,1.509
RE1,DEMINDBGSBOI_HIG,2045,1.649
RE1,DEMINDBGSBOI_HIG,2046,1.789
RE1,DEMINDBGSBOI_HIG,2047,1.922
RE1,DEMINDBGSBOI_HIG,2048,2.043
RE1,DEMINDBGSBOI_HIG,2049,2.148
RE1,DEMINDBGSBOI_HIG,2050,2.236
RE1,DEMINDBGSBOI_HIG,2051,2.307
RE1,DEMINDBGSBOI_HIG,2052,2.363
